Author;Author_Std
CLAUDIA GUDERIAN;claudia guderian
SEVEN SUPHI;seven suphi
VIRGIL STANCIU;virgil stanciu
MARIUS OLARU;marius olaru
JUDITH BUTLER;judith butler
DENTZEL G. JONES;dentzel g jones
LUCIAN PRICOP;lucian pricop
ERWIN KESSLER;erwin kessler
OTILIA TIROIU;otilia tiroiu
RAPHAELLE GIORDANO;raphaelle giordano
JACQUELINE VEISSID;jacqueline veissid
DOINITA MIREA;doinita mirea
ALIN CIUPALA;alin ciupala
JEAN MARQUES-RIVIERE;jean marquesriviere
JONATHAN HEMMINGS;jonathan hemmings
MIRELA OPREA;mirela oprea
MAX LUCADO;max lucado
JOHN WHITTINGTON;john whittington
DANIEL KEHLMANN;daniel kehlmann
MALCOLM LOWRY;malcolm lowry
STEFAN DIMITRIU;stefan dimitriu
SANDA GOLOPENTIA;sanda golopentia
CHRIS WITHTAKER;chris withtaker
GRIGORE SOITU;grigore soitu
ELISEO GARCIA;eliseo garcia
ALEXANDROS KALOMIROS;alexandros kalomiros
SILVIA FROST;silvia frost
IONUT LENGHEL;ionut lenghel
JAMES FENIMORE COOPER;james fenimore cooper
MIRUNA ANA CORNEANU;miruna ana corneanu
R.E. MARK LEE;re mark lee
ELIE WIESEL;elie wiesel
LAVINIA BRANISTE;lavinia braniste
ADRIAN SCRIECIU;adrian scrieciu
IONEL TEODOREANU;ionel teodoreanu
RADU R.FLORESCU;radu rflorescu
EMIL DINGA;emil dinga
BOGDAN MIHAI DASCALU;bogdan mihai dascalu
IOAN OANCEA;ioan oancea
JULIEN MASSON;julien masson
EARL MINDELL;earl mindell
ANCA PARVULESCU;anca parvulescu
SAYAKA MURATA;sayaka murata
STEFAN ADRIAN GHIUTA;stefan adrian ghiuta
IULIAN CACENSCHI;iulian cacenschi
DEEPAK CHOPRA;deepak chopra
JESSICA BARRY;jessica barry
DANIELA MATEI;daniela matei
ROLAND BARTHES;roland barthes
R.J. PALACIO;rj palacio
ASTRONIN ASTROFILUS;astronin astrofilus
PRASHAD VIJAY;prashad vijay
SARAH ADAMS;sarah adams
LINDSEY DALY;lindsey daly
AL LAWRENCE;al lawrence
SIMONA EPURE;simona epure
MICHAEL SHELDEN;michael shelden
ELENA TIRZIMAN;elena tirziman
ALINA COSMA;alina cosma
CONSTANTIN RADU;constantin radu
VASILE BOARI;vasile boari
MARC STEINBERG;marc steinberg
SAMANTHA HARVEY;samantha harvey
MIHAIL UDROIU;mihail udroiu
CRISTIAN TUDOR POPESCU;cristian tudor popescu
VIRGILE STANISLAV MARTIN;virgile stanislav martin
AGATHA CHRISTIE;agatha christie
ADRIAN BARBU;adrian barbu
STEFAN MANASIA;stefan manasia
ROMAIN GARY;romain gary
TAMORA PIERCE;tamora pierce
AL. MIRODAN;al mirodan
RAZVAN ANGHEL;razvan anghel
EIJI YOSHIKAWA;eiji yoshikawa
THIERRY DE MONTBRIAL;thierry de montbrial
MARIUS SZEKELY;marius szekely
RUTH KRAUSS;ruth krauss
GEORGE ENESCU;george enescu
NICOLE LAPIN;nicole lapin
CORNEL SCAFES;cornel scafes
NATASHA LESTER;natasha lester
IGNATIE GRECU;ignatie grecu
GRIGORE OLIMP IOAN;grigore olimp ioan
ALEX OLTEANU;alex olteanu
OVIDIU PUIE;ovidiu puie
ELEONORA BARSOTTI;eleonora barsotti
IOAN OPRIS;ioan opris
NICOLETA PROFIRA MUNTEAN;nicoleta profira muntean
LUMINITA DIMA;luminita dima
ALYSON NOEL;alyson noel
KATE ROBB;kate robb
HAIRABETIAN SEVAG;hairabetian sevag
RODICA MIJAICHE;rodica mijaiche
GILES WHITTELL;giles whittell
GERALDINE MAINCENT;geraldine maincent
JOSHUA BECKER;joshua becker
LIVIU ORNEA;liviu ornea
EUGEN COJOCARU;eugen cojocaru
ADAM SHOEMAKER , STEPHEN MUEKE;adam shoemaker  stephen mueke
ZIG ZIGLAR;zig ziglar
CAPUCINE MAZILLE;capucine mazille
LIA FAUR;lia faur
CATHERINE D. HUGHES;catherine d hughes
ANDREI PLESU;andrei plesu
MICHAEL POLLAN;michael pollan
VIOREL MARINEASA;viorel marineasa
PAM JENOFF;pam jenoff
ALVARO POMBO;alvaro pombo
VASILE SEBASTIAN DANCU;vasile sebastian dancu
YONA ZELDIS MCDONOUGH;yona zeldis mcdonough
LOUISE LEROUX;louise leroux
IULIA POPOVICI;iulia popovici
PIOTR SOCHA;piotr socha
SILVIA DUMITRU;silvia dumitru
HENRI DE REGNIER;henri de regnier
GEORGE BANU;george banu
LUCIAN BOIA;lucian boia
THOMAS ROMER;thomas romer
ADI FILIMON;adi filimon
MIHAELA POPESCU;mihaela popescu
CHARLES DICKENS;charles dickens
ANDREEA RUSSO;andreea russo
SIMINA CROITORU;simina croitoru
ROSA JOVE;rosa jove
JENS HENRIK JENSEN;jens henrik jensen
REMUS BALAN;remus balan
VALENTIN IACOB;valentin iacob
T L SWAN;t l swan
IOANA BRADEA;ioana bradea
LUCY FOLEY;lucy foley
DOMINIQUE NOGUEZ;dominique noguez
SANDOR MARAI;sandor marai
FRANCIS BACON;francis bacon
MIRELA TEODORESCU;mirela teodorescu
ELLIOT ACKERMEN;elliot ackermen
LUDOVIC PAUN;ludovic paun
REGINA DRUMMOND;regina drummond
FLAVIUS LUCACEL;flavius lucacel
CAROL VORDERMAN;carol vorderman
PAVEL DAN;pavel dan
DAVID GEORGE GORDON;david george gordon
ARHIM. SIMEON KRAIOPOULOS;arhim simeon kraiopoulos
FLORIN PURLUCA;florin purluca
J.R.R. TOLKIEN;jrr tolkien
ROSEMARY SULLIVAN;rosemary sullivan
PASCAL BRUCKNER;pascal bruckner
CRISTINA BONCEA;cristina boncea
BRIGITTE MINNE;brigitte minne
ELENA MUSETESCU;elena musetescu
BARBARA ROBINSON;barbara robinson
NIELS VAN HOVE;niels van hove
OVIDIU IOAN SANTA;ovidiu ioan santa
IOAN CHERECHES;ioan chereches
CONSTANTIN C. GIURESCU;constantin c giurescu
DUMITRU CRUDU;dumitru crudu
ELIZABETH ENRIGHT;elizabeth enright
ALEXANDRA BADEA;alexandra badea
GABRIEL MURSA;gabriel mursa
MIHAI IOVANEL;mihai iovanel
BILL BRYSON;bill bryson
GARY SHTEYNGART;gary shteyngart
GHEORGHE MIHAI BARLEA;gheorghe mihai barlea
HENRY DAVID THOREAU;henry david thoreau
ADRIANA LUCACIU;adriana lucaciu
LUIGI ALICI;luigi alici
ALETHA SOLTER;aletha solter
BOGDAN C.S. PIRVU;bogdan cs pirvu
DAVID B. ROSENGREN;david b rosengren
JOSEPH JEBELLI;joseph jebelli
FLAVIU GEORGE PREDESCU;flaviu george predescu
GABRIEL GARCIA MARQUEZ;gabriel garcia marquez
DAN LUPASCU;dan lupascu
GABRIEL BREBENAR;gabriel brebenar
VESNA GOLDSWORTHY;vesna goldsworthy
LAURENCE J. PETER;laurence j peter
CHLOE BROTHERIDGE;chloe brotheridge
KLAY LAMPRELL;klay lamprell
IONUT SENDROIU;ionut sendroiu
GHEORGHI GOSPODINOV;gheorghi gospodinov
JAMES ALTUCHER;james altucher
RADU PAUL ALECU;radu paul alecu
ANDREI MOLDOVAN;andrei moldovan
DAVID MICHIE;david michie
ANCA OCTAVIA DRAGOMIRESCU;anca octavia dragomirescu
JAMES GEORGE FRAZER;james george frazer
CONSTANTIN ERETESCU;constantin eretescu
GIORGIO BASSANI;giorgio bassani
MERCEDES RON;mercedes ron
ADI G. SECARA;adi g secara
ADRIAN PETRESCU;adrian petrescu
FLORIN PITEA;florin pitea
CIPRIAN MIHALI;ciprian mihali
MORRIS MAX;morris max
FRIEDRICH NIETZSCHE;friedrich nietzsche
MARIEKE LUCAS RIJNEVELD;marieke lucas rijneveld
MEGAN WYNNE;megan wynne
RUDOLF STEINER;rudolf steiner
GETA BRATESCU;geta bratescu
CARMEN STEFANIA LUCA;carmen stefania luca
CALIN DAN;calin dan
NOBUO SUZUKI;nobuo suzuki
LAURA-VALERIA MALINETESCU;lauravaleria malinetescu
NICOLETA FOTAU;nicoleta fotau
MATT HAIG;matt haig
FYODOR DOSTOYEVSKY;fyodor dostoyevsky
ALESSANDRO BAUSSMERTH;alessandro baussmerth
SABINE ZETT;sabine zett
MAITE GARAIGORDOBIL LANDAZABAL;maite garaigordobil landazabal
CLAUDIA OPRESCU;claudia oprescu
VANI MEHRA;vani mehra
ALEKSANDR SOLJENITIN;aleksandr soljenitin
DRAGOS POPA CONSTANTIN;dragos popa constantin
GRIGORE VIERU;grigore vieru
LEE CHILD;lee child
LEVI LUSKO;levi lusko
VICTOR DAN TOFAN;victor dan tofan
MIRA LOBE;mira lobe
ADRIAN MIELCIOIU;adrian mielcioiu
VLADIMIR BESLEAGA;vladimir besleaga
ARAM HACIATURIAN;aram haciaturian
JENS LAPIDUS;jens lapidus
ED HALLIWELL;ed halliwell
OCTAVIAN PANTIS;octavian pantis
SIMONA SORA;simona sora
TINA OZIEWICZ;tina oziewicz
MIHAELA ADA RADU;mihaela ada radu
JULIA ROTHMAN;julia rothman
SIMON SEBAG MONTEFIORE;simon sebag montefiore
BARBARA TAYLOR;barbara taylor
STELIAN TURLEA;stelian turlea
ANTHONY KENNY;anthony kenny
IRINA BOCA;irina boca
GILLES DIEDERICHS;gilles diederichs
LOCSMANDI CSABA;locsmandi csaba
MIHAIL SEBASTIAN;mihail sebastian
CONSTANTIN TELEAGA;constantin teleaga
THEONA BALAN;theona balan
NORMAN VINCENT PEALE;norman vincent peale
LIDIJA DIMKOVSKA;lidija dimkovska
MARIUS GABRIEL;marius gabriel
JOLANDE JACOBI;jolande jacobi
OTTESSA MOSHFEGH;ottessa moshfegh
MIHAI NICOLAE CARCIUMARU;mihai nicolae carciumaru
IULIAN COMANESCU;iulian comanescu
N.K. JEMISIN;nk jemisin
GILLES BIZOUERNE;gilles bizouerne
DON JOSE RUIZ;don jose ruiz
KATE DICAMILLO;kate dicamillo
RUTH GRUENER;ruth gruener
OSCAR WILDE;oscar wilde
OANA PURICE;oana purice
BIBA MERLO;biba merlo
ELSA DORVAL TOFAN;elsa dorval tofan
CONSTANTIN FURTUNA;constantin furtuna
IOAN AL CRUCII;ioan al crucii
ANDREEA-FLORINA RATEA-CERCEL;andreeaflorina rateacercel
STENDHAL;stendhal
MANUEL GARCIA MORENTE;manuel garcia morente
JOHN GRIBBIN;john gribbin
GEO VASILE;geo vasile
EMILIA VLANGALI;emilia vlangali
DAN PERJOVSCHI;dan perjovschi
VIOREL VIZUREANU;viorel vizureanu
LAURA BEDNARSKI;laura bednarski
ANJALI MAHTO;anjali mahto
ANDREEA LITESCU;andreea litescu
LAWRENCE FREEDMAN;lawrence freedman
OLIVER JEFFERS;oliver jeffers
NICOLAE TEOHARIE;nicolae teoharie
SAMANTHA BOARDMAN;samantha boardman
ALASDAIR GRAY;alasdair gray
ELENA-MARIA MARGINEAN;elenamaria marginean
IOANA TRIF;ioana trif
GUILLEM BALAGUE;guillem balague
SIMONA LO IACONO;simona lo iacono
JACOB GREY;jacob grey
SARAH STRICKER;sarah stricker
MONICA LOVINESCU;monica lovinescu
FLORIN BICAN;florin bican
BARBARA L. HOFFMAN;barbara l hoffman
ANGUS DEATON;angus deaton
OMAR KHAYYAM;omar khayyam
MICHEL DOGNA;michel dogna
MARGA ODAHOWSKI;marga odahowski
CORIOLAN BABETI;coriolan babeti
LEWIS WALLACE;lewis wallace
FRATII GRIMM;fratii grimm
IUSTIN AL MARAMURESULUI SI SATMARULUI;iustin al maramuresului si satmarului
PIERRE CULLIFORD PEYO;pierre culliford peyo
KATE MORTON;kate morton
AMY LE FEUVRE;amy le feuvre
SHALINI BOLAND;shalini boland
ROBYN CARR;robyn carr
BELA ZSOLT;bela zsolt
STACY MCANULTY;stacy mcanulty
DARON ACEMOGLU;daron acemoglu
SORIN NEAMTU;sorin neamtu
EMIL RATIU;emil ratiu
MIRCEA ELIADE;mircea eliade
ALINA CHIRACU;alina chiracu
BARBARA O’CONNOR;barbara oconnor
AMELIE SKODA;amelie skoda
EMILIE HEBERT;emilie hebert
DAVID M. HERZENHORN;david m herzenhorn
MARISA G. FRANCO;marisa g franco
DONNA ALEXANDRA URSU;donna alexandra ursu
JORGE LUIS BORGES;jorge luis borges
ALEXANDER VON SCHONBURG;alexander von schonburg
IULIAN ONCESCU;iulian oncescu
DAN DANILA;dan danila
CALIN TORSAN;calin torsan
CHARLES DELSYS;charles delsys
STEPHANIE SCHNEIDER;stephanie schneider
KATHERINE FLANNERY;katherine flannery
LOUISE HAY;louise hay
CESARE PAVESE;cesare pavese
ROBERT SERVICE;robert service
MIKE BARFIELD;mike barfield
ADRIAN CIUBOTARU;adrian ciubotaru
IRINA CRISTINA TENU;irina cristina tenu
MARIAN NICOLAE;marian nicolae
JONNY BERLINER;jonny berliner
GIULIA ENDERS;giulia enders
GABRIELA TECA;gabriela teca
VIOREL PASCA;viorel pasca
ZADIE SMITH;zadie smith
ADINA-MARINA TABACU;adinamarina tabacu
MIRCEA MORARIU;mircea morariu
IULIANA TUDOR;iuliana tudor
T. O. BOBE;t o bobe
GEORGETA ROSU;georgeta rosu
PIUS ALIBEK;pius alibek
ERIN GUENDELSBERGER;erin guendelsberger
JEAN DES CARS;jean des cars
ION GHERMAN;ion gherman
LOTTA GEFFENBLAD;lotta geffenblad
ION MINULESCU;ion minulescu
KATE SAUNDERS;kate saunders
ROSS WELFORD;ross welford
JACQUELINE BRIGGS MARTIN;jacqueline briggs martin
MARIE BRENNAN;marie brennan
NATHANIEL BRANDEN;nathaniel branden
FRANCISCUS MERCURIUS VAN HELMONT;franciscus mercurius van helmont
FORREST LEO;forrest leo
AURELIAN SILVESTRU;aurelian silvestru
FABIAN LENK;fabian lenk
GHEORGHE JURCA;gheorghe jurca
PAULETTE JILES;paulette jiles
IOAN TRAIA;ioan traia
LIGIA POP;ligia pop
TUDOR SALANTIU;tudor salantiu
IRINA ANGHEL;irina anghel
VERONICA D. NICULESCU;veronica d niculescu
IOAN MUSLEA;ioan muslea
CORINNE RAKOCZY;corinne rakoczy
EMIL NICOLAE;emil nicolae
FRANZ KAFKA;franz kafka
OHARA DONOVETSKY;ohara donovetsky
ELLA BURFOOT;ella burfoot
ANA-MARIA TATOIU;anamaria tatoiu
NIKON VOROBIOV;nikon vorobiov
NORA ROBERTS;nora roberts
HENRY GILBERT;henry gilbert
EDWARD DE BONO;edward de bono
CARMENE IRENE ATANASIU;carmene irene atanasiu
KELLY MCGONIGAL;kelly mcgonigal
GRIGORE CHIPER;grigore chiper
ROBYN YOUNG;robyn young
ANGELA MAYER;angela mayer
VOICU BUGARIU;voicu bugariu
EUGENE IONESCO;eugene ionesco
JOHN BOYNE;john boyne
CLAYTON M. CHRISTENSEN;clayton m christensen
AURORA CIUCA;aurora ciuca
ANDRONACHE BOGDAN;andronache bogdan
ANDREI MIHAIL;andrei mihail
CLEMENS J. SETZ;clemens j setz
TUDOR PACURARU;tudor pacuraru
ELIZA ENE-CORBEANU;eliza enecorbeanu
SOPHIE BLACKALL;sophie blackall
EDMONDO DE AMICIS;edmondo de amicis
GABRIELA BERTEANU;gabriela berteanu
CORNELIA MAIREAN;cornelia mairean
RHODA BELLEZA;rhoda belleza
ERIC FAN;eric fan
STEPHANE GARNIER;stephane garnier
ION CREANGA;ion creanga
GEORGE CIORANESCU;george cioranescu
VERONICA NEACSU;veronica neacsu
DEA LOHER;dea loher
F. BEYER;f beyer
ANA-MARIA ANANIA;anamaria anania
SANDRA O'CONNOR;sandra oconnor
CONTESA DE SEGUR;contesa de segur
COSMIN DARIESCU;cosmin dariescu
JOHN BROCKMAN;john brockman
SABINE BUCHNER;sabine buchner
DUMITRU TEPENEAG;dumitru tepeneag
GABRIEL MUGUREL DRAGOMIR;gabriel mugurel dragomir
ALA BUJOR;ala bujor
JENNIFER COULMANN;jennifer coulmann
JORGE ANGEL LIVRAGA RIZZI;jorge angel livraga rizzi
JENNY ODELL;jenny odell
MANUELA DINESCU;manuela dinescu
RONI CACIULARU;roni caciularu
ION AGARBICEANU;ion agarbiceanu
MARIANA CODRUT;mariana codrut
JOHN P. STRELECKY;john p strelecky
SERBAN CODRIN;serban codrin
THICH NHAT HAHN;thich nhat hahn
ANTONY BEEVOR;antony beevor
HANS CHRISTIAN ANDERSEN;hans christian andersen
ANDREW TSYASTON;andrew tsyaston
CRISTINA ANDREEA STAN;cristina andreea stan
MARY NORTON;mary norton
ROBERT HUGH BENSON;robert hugh benson
RADU CIOBANU;radu ciobanu
CARA NATTERSON;cara natterson
C.J. TUDOR;cj tudor
ANGELES DONATE;angeles donate
ROBIN HOBB;robin hobb
SOSUKE NATSUKAWA;sosuke natsukawa
AUDREY WOOD;audrey wood
DINU LIPATTI;dinu lipatti
ALEX TAPSCOTT;alex tapscott
ALBERTO MANGUEL;alberto manguel
PAUL CONSTANTIN;paul constantin
GORDON RAMSAY;gordon ramsay
CARL HONORE;carl honore
SIRI HUSTVEDT;siri hustvedt
TEODOR DUNA;teodor duna
JOHANNES KABATEK;johannes kabatek
JASON MATTHEWS;jason matthews
PHILIP SEARGEANT;philip seargeant
ION BATLAN;ion batlan
TINCUTA HORONCEANU BERNEVIC;tincuta horonceanu bernevic
IULIA MARIA GIUREA;iulia maria giurea
DELIA OWENS;delia owens
WALKO;walko
VICTOR CATALIN ENESCU;victor catalin enescu
ERIK LARSON;erik larson
ANDREEA DELI;andreea deli
VICTOR MARGUERITTE;victor margueritte
COLUM MCCANN;colum mccann
ALEXANDRU LAMBA;alexandru lamba
HARUKI MURAKAMI;haruki murakami
GARTH NIX;garth nix
ANDREI CORNEA;andrei cornea
ANCA-LELIA LORINCZ;ancalelia lorincz
GEORGEANA VIOREL;georgeana viorel
ION POTOLEA;ion potolea
DANIEL J. LEVITIN;daniel j levitin
IRINA TWEEDIE;irina tweedie
NICOLAE POPA;nicolae popa
LOREDANA GROZA;loredana groza
ELEANOR HERMAN;eleanor herman
MORRIS;morris
ERICH RAUCH;erich rauch
MONIKA DILLBAUM;monika dillbaum
ALEXANDRA CIOCARLIE;alexandra ciocarlie
ARNOLD LOBEL;arnold lobel
CLAUDIA CROSS;claudia cross
GAMALIEL SIMA;gamaliel sima
SETH J. GILLIHAN;seth j gillihan
MAYE MUSK;maye musk
CLAUDIA PICCINNO;claudia piccinno
IAN OLVER;ian olver
DUFF MCKAGAN;duff mckagan
JAMES S. A. COREY;james s a corey
CONSTANTIN IONESCU;constantin ionescu
VIRGINIA LEE BURTON;virginia lee burton
RADU ILARION MUNTEANU;radu ilarion munteanu
EMANUELE TREVI;emanuele trevi
JOE VITALE;joe vitale
GRETCHEN RUBIN;gretchen rubin
CARLO GOLDONI;carlo goldoni
ERICH MARIA REMARQUE;erich maria remarque
OLTITA CINTEC;oltita cintec
RAMONA BOCHIE;ramona bochie
NICHOLAS REYNOLDS;nicholas reynolds
TUDOR MIHAESCU;tudor mihaescu
JENNIE FIELDS;jennie fields
IURIE RAILEANU;iurie raileanu
DEANNA MCFADDEN;deanna mcfadden
MAXIMILLIAN POTTER;maximillian potter
JO NESBO;jo nesbo
LEONTINA COPACIU;leontina copaciu
DANIEL LASCU;daniel lascu
GEORGE W. BURNS;george w burns
ANDREEA BAKKALOGLU;andreea bakkaloglu
NICOLAE TROHANI;nicolae trohani
CRISTIAN DUDU;cristian dudu
ASHLEE VANCE;ashlee vance
ELENA COMSULUEA;elena comsuluea
DUMITRU BUGHICI;dumitru bughici
ALBERTO PADURARU;alberto paduraru
ANCA PIOARA;anca pioara
MADELEINE LIPATTI;madeleine lipatti
MICHAEL ENGLER;michael engler
ENYEDI DELIA;enyedi delia
LIESL CLARK;liesl clark
ANA SIMAC;ana simac
FLEUR OURY;fleur oury
CRISTIAN TONE;cristian tone
RUSS WILLMS;russ willms
SIMON ADAMS;simon adams
RAYMOND BERNARD;raymond bernard
EMILIAN PAL;emilian pal
ANDREA PETKOVIC;andrea petkovic
ANAIS ALEXANDRE;anais alexandre
OCTAV BOZINTAN;octav bozintan
C.G. JUNG;cg jung
FEODOR MIHAILOVICI DOSTOIEVSKI;feodor mihailovici dostoievski
DANA CIOLCA;dana ciolca
NIGEL CUMBERLAND;nigel cumberland
SIMONA STOICA;simona stoica
CATHCART & KLEIN;cathcart  klein
CHRISTOPHER CATHERWOOD;christopher catherwood
KARL MARX;karl marx
OLGA MECKING;olga mecking
CRISTIAN MASALAGIU;cristian masalagiu
JUHANI PALLASMAA;juhani pallasmaa
ROBERT SOUTHEY;robert southey
ANDRZEJ SAPKOWSKI;andrzej sapkowski
RADU VANCU;radu vancu
BARBARA EHRENREICH;barbara ehrenreich
WILHELM HAUFF;wilhelm hauff
ELOY TORRES ROMAN;eloy torres roman
L. FRANK BAUM;l frank baum
SZENTMARTONI JANOS;szentmartoni janos
PAVEL SUSARA;pavel susara
GHEORGHE I. BRATIANU;gheorghe i bratianu
BOGDAN TIUTIU;bogdan tiutiu
VI KEELAND;vi keeland
TERESA DE AVILA;teresa de avila
COSTEL ISTRATE;costel istrate
AINE TUBRIDY;aine tubridy
DUMITRU POPESCU;dumitru popescu
MIRUNA LEPUS;miruna lepus
MATTHEW BURGESS;matthew burgess
J.L AUSTIN;jl austin
ILANY KOGAN;ilany kogan
ANA BLANDIANA;ana blandiana
ALEKSEI OSIPOV;aleksei osipov
VIET THANH NGUYEN;viet thanh nguyen
HANNAH HOWELL;hannah howell
RICHARD MCGUIRE;richard mcguire
IOANA UNK;ioana unk
STEPHEN HENDRY;stephen hendry
IONUT MANEA;ionut manea
ANDREEA NANU;andreea nanu
VERONICA SCHMIDT;veronica schmidt
FLORIN ANDREESCU;florin andreescu
ALEX ANDRONIC;alex andronic
MARC ALLEN;marc allen
DANIEL ONACA;daniel onaca
TEODOR BACONSCHI;teodor baconschi
GHEORGHE IACOB;gheorghe iacob
ARHIEPISCOP IOAN ROBU;arhiepiscop ioan robu
STEPHENIE S. SANDERS;stephenie s sanders
MARINA DUMITRESCU;marina dumitrescu
LILIAN LEISTNER;lilian leistner
MARGARETH ANKER;margareth anker
GAVRIL CORNUTIU;gavril cornutiu
HENRIETTE YVONNE STAHL;henriette yvonne stahl
CONSTANTIN CUBLESAN;constantin cublesan
DANIEL SILVA;daniel silva
SERGHEI MIHAILOV;serghei mihailov
GASTON DORREN;gaston dorren
VALENTIN NICOLAU;valentin nicolau
LIVIU MATAOANU;liviu mataoanu
THEODOR SEUSS GEISEL;theodor seuss geisel
CODRIN DUMITRU MUNTEANU;codrin dumitru munteanu
FRANCIS FUKUYAMA;francis fukuyama
NICOLETA CRUCIERU;nicoleta crucieru
SOPHIE DE MULLENHEIM;sophie de mullenheim
STELIANOS PAPADOPOULOS;stelianos papadopoulos
DARREN HARDY;darren hardy
FLORIN TUDOSE;florin tudose
CHUCK WILLIAMS;chuck williams
CRISTIAN MOSNEANU;cristian mosneanu
ALPHONSE DAUDET;alphonse daudet
NAZEN STEFANIA PELIGRAD;nazen stefania peligrad
SHIRZAD CHAMINE;shirzad chamine
IONEL D. BOSTAN;ionel d bostan
DONNA JACKSON NAKAZAWA;donna jackson nakazawa
VASILE MOGA;vasile moga
HANNES RASTAM;hannes rastam
CRISTINA MARILENA PARASCHIV;cristina marilena paraschiv
ILIE CONSTANTIN;ilie constantin
RICHARD LOUV;richard louv
LAROUSSE;larousse
RACHEL POLLACK;rachel pollack
MATEI VISNIEC;matei visniec
GABRIEL H. DECUBLE;gabriel h decuble
VASILE ALECSANDRI;vasile alecsandri
NICOLETA RAMONA PREDESCU;nicoleta ramona predescu
VARUJAN VOSGANIAN;varujan vosganian
VASILE BOZESAN;vasile bozesan
ELENA STAN;elena stan
AXEL SCHEFFLER;axel scheffler
MICHAEL FINKENTHAL;michael finkenthal
ALINA CULEA NATASA;alina culea natasa
GUILLAUME DE LORRIS;guillaume de lorris
DANIELA RATIU;daniela ratiu
MAICA MARIAMI LEONTE;maica mariami leonte
NATANAEL LVOV;natanael lvov
MIHAELA PRICOPE;mihaela pricope
SERGIU LAURIAN LUPU;sergiu laurian lupu
JEAN ANDREI AUREL;jean andrei aurel
ROWAN GIBSON;rowan gibson
VERONICA STEFANET;veronica stefanet
CRISTINA FRUMOS;cristina frumos
EOWYN IVEY;eowyn ivey
DMITRI SOSTAKOVICI;dmitri sostakovici
DON GREGORY;don gregory
STEFANIA LEONARDI HARTLEY;stefania leonardi hartley
PETRUT PARVESCU;petrut parvescu
FELICIA MARIA STANCOVICI;felicia maria stancovici
GHEORGHITA MATEUT;gheorghita mateut
LUCIAN IONICA;lucian ionica
ADRIAN CHRISTESCU;adrian christescu
REMME JAIN;remme jain
IMOGEN HARRISON;imogen harrison
ETIENNE VERHASSELT;etienne verhasselt
IBRAHIM ALTUN;ibrahim altun
BUSTER BENSON;buster benson
PABLO DE SARASATE;pablo de sarasate
CECELIA AHERN;cecelia ahern
GUILLERMO ARRIAGA;guillermo arriaga
ERIC-EMMANUEL SCHMITT;ericemmanuel schmitt
IAN GRAHAM;ian graham
NELSON DEMILLE;nelson demille
PALAMARCIUC VLADISLAV;palamarciuc vladislav
DAVID GRUEV;david gruev
BRIAN CLEGG;brian clegg
PAUL SURUGIU;paul surugiu
ANTONIA SUCIU;antonia suciu
KYRIACOS C. MARKIDES;kyriacos c markides
HANNAH ARENDT;hannah arendt
ALEXANDRA NEGRU;alexandra negru
MARINA ABRAMOVIC;marina abramovic
CATALIN VASILESCU;catalin vasilescu
VASILE LOVINESCU;vasile lovinescu
NIKOLAI NOSOV;nikolai nosov
LAURENTIU SOITU;laurentiu soitu
JOHN GRISHAM;john grisham
OVIDIU GENARU;ovidiu genaru
HORST JOSEPH HERMANN;horst joseph hermann
ANDRA OLAREAN;andra olarean
LILIANA COROBCA;liliana corobca
SPERANTA ANTON;speranta anton
IRINEU MIHALCESCU;irineu mihalcescu
ROGER LANCELYN GREEN;roger lancelyn green
COSTEL STANCU;costel stancu
BRIGITTE WENINGER;brigitte weninger
VALER SIMION COSMA;valer simion cosma
N MARIANNE;n marianne
WOLFGANG HOHLEBEIN;wolfgang hohlebein
CRISTINA RHEA;cristina rhea
PETRE ALEXANDRESCU;petre alexandrescu
MATT RIDLEY;matt ridley
RUSU LUMINITA;rusu luminita
VALERIU STANCU;valeriu stancu
ION RATIU;ion ratiu
NORA IUGA;nora iuga
CRISTIAN FLORIN CIURLAU;cristian florin ciurlau
JOSE SARAMAGO;jose saramago
ALESSANDRO DIGIORGIO;alessandro digiorgio
ARINA COJOCARU;arina cojocaru
ROMAN EMANOEL;roman emanoel
ANIELA CHOLEWINSKA-SZKOLIK;aniela cholewinskaszkolik
ADRIAN SIMION;adrian simion
ANTONY CUMMINS;antony cummins
SORIN TITEL;sorin titel
JULIAN GAMENTZ;julian gamentz
DANIELA DOSA;daniela dosa
MAGDA CARNECI;magda carneci
VINTILA HORIA;vintila horia
IGOR URSENCO;igor ursenco
HELEN EXLEY;helen exley
XI JINPING;xi jinping
KASIE WEST;kasie west
HAFSAH FAIZAL;hafsah faizal
LISA WILLIAMSON;lisa williamson
KIERAN LARWOOD;kieran larwood
BOB WOODWARD;bob woodward
CARMINE GALLO;carmine gallo
OCTAVIAN BARLEA;octavian barlea
ADELAIDA IONESCU;adelaida ionescu
JOSE EDUARDO AGUALUSA;jose eduardo agualusa
CHRISTOPHE MIDAN;christophe midan
ROBERTA M. RADUCU;roberta m raducu
ALICE PANTERMULLER;alice pantermuller
TEODORA MATEI;teodora matei
GABRIELA GIRMACEA;gabriela girmacea
GEORGE ELIOT;george eliot
PASCAL ENGMAN;pascal engman
FRANCK PREVOT;franck prevot
HENRI STAHL;henri stahl
VLAD ONCESCU;vlad oncescu
ZOLTAN BOSZORMENYI;zoltan boszormenyi
TOMEK JANKOWSKI;tomek jankowski
KATHARINA WINKLER;katharina winkler
