Author;Author_Std
Mozes Gaster;mozes gaster
Cristian-Daniel-Sabin Vasile;cristiandanielsabin vasile
Mihaela Gorea;mihaela gorea
Christian W. Schenk;christian w schenk
Laura Mihaela Brasoveanu;laura mihaela brasoveanu
Marinela Lovin Dumitru;marinela lovin dumitru
Calina Blaga;calina blaga
Dragos Calin, Roxana Maria Calin;dragos calin roxana maria calin
Mihai Cristian Apostolache;mihai cristian apostolache
Monica Nastasa;monica nastasa
Otto Carius;otto carius
Desiree Acevedo;desiree acevedo
Damian Stanoiu;damian stanoiu
Sorin Titel;sorin titel
Stoian Gh. Tudor;stoian gh tudor
Petre Bellu;petre bellu
Theodora-Eliza Vacarescu, Zoltan Rostas;theodoraeliza vacarescu zoltan rostas
Antoine Compagnon;antoine compagnon
Lenia Major, Claire Vogel;lenia major claire vogel
Myriam Dahman, Maureen Poignonec;myriam dahman maureen poignonec
Magda Cojocea;magda cojocea
Dorothy Wood;dorothy wood
Sarah Turner;sarah turner
Jason Jennings, Laurence Haughton;jason jennings laurence haughton
Cat Le Blanc;cat le blanc
Sintimbrean Antoniu Octavian;sintimbrean antoniu octavian
Mihaela Nitu;mihaela nitu
David Pilling;david pilling
Glennon Doyle;glennon doyle
Tudor Micu, Dan Micu, Vlaicu Popescu;tudor micu dan micu vlaicu popescu
Richard Merritt;richard merritt
Nicholas Evans;nicholas evans
Eliseo Garcia, Kasandra;eliseo garcia kasandra
Sean Salai;sean salai
Gabriela Udrea;gabriela udrea
Marc Uwe-Kling, Astrid Henn2;marc uwekling astrid henn2
Jan Cornelius;jan cornelius
Jonathan Safran Foer;jonathan safran foer
Therese Anne Fowler;therese anne fowler
Edward St. Aubyn;edward st aubyn
Elena Stroe;elena stroe
Catalin Ionita;catalin ionita
Radu Octavian;radu octavian
August Strindberg;august strindberg
Eleanor Sommer, Nanna Nesshover;eleanor sommer nanna nesshover
Ursula Poznanski, Sabine Buchner;ursula poznanski sabine buchner
Betsy Parkinson, Shane Clester;betsy parkinson shane clester
Geoff Herbach, Stephen Gilpin;geoff herbach stephen gilpin
Christine Naumann-Villemin, Laurent Simon;christine naumannvillemin laurent simon
Iulia Iordan, Oana Ispir;iulia iordan oana ispir
Petru Dumbravician, Victoria Patrascu;petru dumbravician victoria patrascu
Eduard Agachi;eduard agachi
Louise Voss;louise voss
Andreas Eschbach;andreas eschbach
Gabriel Bratucu, Ecaterina Coman;gabriel bratucu ecaterina coman
Maria Mocanu;maria mocanu
Marie-Renee Guilloret, Emilie Beaumont;marierenee guilloret emilie beaumont
Catherine Dolto, Colline Faure-Poiree;catherine dolto colline faurepoiree
Patricia Delahaie;patricia delahaie
Blake Hoena;blake hoena
Ciprian Babita;ciprian babita
Ji-li Jiang;jili jiang
Maria Postu;maria postu
Sorin Grecu;sorin grecu
Ioan-Luca Vlad;ioanluca vlad
Sorin Hostiuc;sorin hostiuc
Dragos Grusea;dragos grusea
Oana Simona Caraman-Hudea;oana simona caramanhudea
Elena Banciu;elena banciu
Andrei Ciobanu, Ionut Rusu;andrei ciobanu ionut rusu
Cristian Radu Constantin;cristian radu constantin
Florin Lazar;florin lazar
Rusu Roxana Andreea, Octav Ungureanu;rusu roxana andreea octav ungureanu
Eilidh Muldoon;eilidh muldoon
Toni Llacer;toni llacer
Jose Manuel Bermudo;jose manuel bermudo
Ovidiu Raetchi;ovidiu raetchi
Maja Maxen;maja maxen
L.C. Sima;lc sima
Aurel Cepoi;aurel cepoi
Andrei Ionel Mocanu, Ioana Ciubotariu;andrei ionel mocanu ioana ciubotariu
Gheorghe Lepadatu, Doina Maria Tilea;gheorghe lepadatu doina maria tilea
Otilia-Elena Bors, Andrei Ionel Mocanu;otiliaelena bors andrei ionel mocanu
Andrei Ionel Mocanu, Otilia-Elena Bors;andrei ionel mocanu otiliaelena bors
Jim Forest, Vladislav Andrejev;jim forest vladislav andrejev
Suzana Miron;suzana miron
Marius Marian Solea;marius marian solea
Dean Russell, Daniel Brayshaw, Tomasz Siuta, Beata Trapnell;dean russell daniel brayshaw tomasz siuta beata trapnell
Patricia Reilly, Beata Trapnell, Arek Tkacz, Anna Grodzicka;patricia reilly beata trapnell arek tkacz anna grodzicka
Petru Ursache;petru ursache
Iulian Apostu, Maria Voinea;iulian apostu maria voinea
Rachel Louise Snyder;rachel louise snyder
Negoias Viorica;negoias viorica
George Riurel Balan;george riurel balan
Miodrag Milin, Andrei Milin;miodrag milin andrei milin
Vlad-Ionut Musceleanu;vladionut musceleanu
Adrian Popa, Cristian Barna;adrian popa cristian barna
Bogdan Taifas;bogdan taifas
Sonia Marta, Ioana Rusu;sonia marta ioana rusu
Adrian Tudor-Draghici;adrian tudordraghici
Radu Cosma;radu cosma
Silviu-teofil Medesan;silviuteofil medesan
Corina Savu;corina savu
Andrea H. Hedes;andrea h hedes
Cecilia;cecilia
Sabri Dogan, Odille Dogan;sabri dogan odille dogan
Razvan Voncu;razvan voncu
Catherine Mory, Ali Krasner;catherine mory ali krasner
Enrique Granados;enrique granados
Arthur Conan Doyle, Anna Culleton;arthur conan doyle anna culleton
Anca Stuparu;anca stuparu
Adrian Cioroianu, Andrei Radu;adrian cioroianu andrei radu
Carol Kline, Marci Shimoff;carol kline marci shimoff
Rachel Winters;rachel winters
Alina Sirbu;alina sirbu
Sebastian I. Burduja;sebastian i burduja
Leonid Dimov;leonid dimov
Cristian Petru;cristian petru
Marius Romila;marius romila
D. Kalmusky;d kalmusky
Georgeta Rosu, Sorin Gabriel Ionita;georgeta rosu sorin gabriel ionita
Carola Von Kessel;carola von kessel
Feridun Oral;feridun oral
Steven Shallenberger, Rob Shallenberger;steven shallenberger rob shallenberger
T. Hagi-Gogu;t hagigogu
Elisabeta Minecuta, Laura Piros;elisabeta minecuta laura piros
Empar Jimenez, Nuria Jimenez;empar jimenez nuria jimenez
Mark A. Noll;mark a noll
Dorel Eugen Arsene;dorel eugen arsene
Ovidiu Damian;ovidiu damian
Gavin Dudeney, Nicky Hockly;gavin dudeney nicky hockly
Laura Monica Toma;laura monica toma
Emilie Chazerand, Nicolas Duffaut;emilie chazerand nicolas duffaut
Elton John;elton john
Jing Linbo;jing linbo
Stephanie Eleaume-Lachaud;stephanie eleaumelachaud
Byron Katie, Hans Wilhem;byron katie hans wilhem
Viorel Savin;viorel savin
Gabriel Timoceanu;gabriel timoceanu
Teodor Manea, Dragos Lucian Ivan;teodor manea dragos lucian ivan
Flip Moraine;flip moraine
Geng Noemi, Csiszar Klara;geng noemi csiszar klara
Lukacs Olga;lukacs olga
Richard M. Weaver;richard m weaver
Margarita Miller-Verghy;margarita millerverghy
Ionela Ramona Moldovan;ionela ramona moldovan
A. Stephanie;a stephanie
Eliana Popa;eliana popa
Simona Negres, Dumitru Dobrescu;simona negres dumitru dobrescu
Michele Bosquet, Sophie Lhomme;michele bosquet sophie lhomme
Davina Bell;davina bell
Matteo Pistono;matteo pistono
Mo Sanders;mo sanders
Jacquie Bloese;jacquie bloese
Hawys Morgan;hawys morgan
Beatrice Bednarik, Alexandru Davidian;beatrice bednarik alexandru davidian
Robert Service;robert service
Mihail Zigar;mihail zigar
V. E. Schwab;v e schwab
Stuart Turton;stuart turton
Emilia Mardare;emilia mardare
Mara Chelcioiu;mara chelcioiu
Eugen Matzota;eugen matzota
Ann Napolitano;ann napolitano
Gwenda Bond;gwenda bond
Jack Fernley;jack fernley
Camelia Dinu;camelia dinu
Maurene Goo;maurene goo
Douglas Smith;douglas smith
Giles Milton;giles milton
Cristina Banciu, Liliana Ciuperca;cristina banciu liliana ciuperca
Anna Osborn, Kay Bentley;anna osborn kay bentley
Catherine Zgouras, Magdalena Custodio, Victoria Bewick;catherine zgouras magdalena custodio victoria bewick
Viv Lambert, Robert Quinn, Kirstie Grainger;viv lambert robert quinn kirstie grainger
Magdalena Custodio, Jenny Heath, Victoria Bewick;magdalena custodio jenny heath victoria bewick
Anna Osborn;anna osborn
Jenny Heath, Magdalena Custodio, Victoria Bewick;jenny heath magdalena custodio victoria bewick
Aurel Bonciog;aurel bonciog
Simona Catalina Stefan, Ion Verboncu, Ion Popa;simona catalina stefan ion verboncu ion popa
Florin Cornel Dumiter;florin cornel dumiter
Rachel Williams, Emily Hawkins;rachel williams emily hawkins
Alison E.J. Mahoney, Gavin Andrews;alison ej mahoney gavin andrews
Sheila Dignen, Genevieve White;sheila dignen genevieve white
Kathryn Alevizos;kathryn alevizos
Lindsay Warwick, Lucy Frino;lindsay warwick lucy frino
Cristinne C.C.;cristinne cc
Ron Lemaster;ron lemaster
Petronela Macaneata;petronela macaneata
Corina Marin;corina marin
C.H. Sonia;ch sonia
Miruna Avram;miruna avram
Maria Semple;maria semple
Dan Salapa;dan salapa
Eustratie Din Constantinopol;eustratie din constantinopol
Gabriel I. Nastase;gabriel i nastase
Eugen Cojocaru;eugen cojocaru
Lili Popescu;lili popescu
Margareta Sterian;margareta sterian
N.D. Cocea;nd cocea
Nicolae Coande;nicolae coande
Constantin D. Pavel;constantin d pavel
Otilia Balas;otilia balas
Mineke Schipper;mineke schipper
Iustin Moraru;iustin moraru
Kenize Mourad;kenize mourad
Rebecca Roanhorse;rebecca roanhorse
Andreea Ionescu-Berechet;andreea ionescuberechet
Sorina Doroga;sorina doroga
Gabriella Zuccolin;gabriella zuccolin
Charles Graeber;charles graeber
Garr Reynolds;garr reynolds
George S. Vidreanu;george s vidreanu
Iuliana Alexa;iuliana alexa
Rachel Rooney, Zehra Hicks;rachel rooney zehra hicks
Benas Berantas, Vilija Kvieskaite;benas berantas vilija kvieskaite
Barbara Cassin;barbara cassin
Iulia Rosca;iulia rosca
Ionut Leonard Corbeanu;ionut leonard corbeanu
Marina Bliderisanu;marina bliderisanu
Miroslava Metleaeva;miroslava metleaeva
Alexandru Vakulovski;alexandru vakulovski
Robert Kiyosaki, Rich Dad Advisors;robert kiyosaki rich dad advisors
Iorgos Antonakis;iorgos antonakis
Atanasie Lazau-Pacuraru;atanasie lazaupacuraru
Serban Turcus, Veronica Turcus;serban turcus veronica turcus
Jeff Cavins;jeff cavins
Gerard M. Verschuuren;gerard m verschuuren
Thomas Joseph White;thomas joseph white
Ion Militaru;ion militaru
Ligia Hotin;ligia hotin
Caterina Gruni;caterina gruni
Laura Hartte;laura hartte
Raymond A. Levy, J. Stuart Ablon, Horst Kachele;raymond a levy j stuart ablon horst kachele
Kristen A. Feemster;kristen a feemster
Matt Honey;matt honey
Ion Valer Xenofontov;ion valer xenofontov
Mihai Tasca;mihai tasca
Alex Dimitrov, Andrei Prohin;alex dimitrov andrei prohin
Benedicte Ann;benedicte ann
Malena Ernman;malena ernman
Lindsay Lackey;lindsay lackey
Ursula Moray Williams;ursula moray williams
Jessie Chaffee;jessie chaffee
Barbara Iland-Olschewski;barbara ilandolschewski
K.J. Perez;kj perez
Peter Eisenman, Rem Koolhaas;peter eisenman rem koolhaas
Sarah Rees Brennan;sarah rees brennan
Melchisedec Stefanescu;melchisedec stefanescu
Ioana-Cristina Riedl (Voroniuc);ioanacristina riedl voroniuc
Madalina Bucuci;madalina bucuci
Cornelia Lacatus;cornelia lacatus
Tatiana Stoicescu;tatiana stoicescu
Florian Cirdei;florian cirdei
Felix Nicolau;felix nicolau
George Coca;george coca
Gheorghita Mateut, Lucian Criste;gheorghita mateut lucian criste
Cosmin Dariescu, Carmen Nicoleta Barbieru;cosmin dariescu carmen nicoleta barbieru
Brian Bolland, Alan Moore;brian bolland alan moore
Sura Hart;sura hart
Maria Antonina Czaplicka;maria antonina czaplicka
Kyle Idleman;kyle idleman
Amos Yong;amos yong
Jane Ransom;jane ransom
John Grogan;john grogan
Erich Hartmann;erich hartmann
Mel Silberman;mel silberman
Laura Poanta;laura poanta
Maria Ionita;maria ionita
Cristina Ferendino;cristina ferendino
Maria-Beatrice Berna;mariabeatrice berna
Vicentiu Naumescu;vicentiu naumescu
Flaviu Campean;flaviu campean
Gheorghe Bobos;gheorghe bobos
Petru Pistol;petru pistol
Natalie Winter;natalie winter
Andreea Carmen Simion;andreea carmen simion
Tia Navi;tia navi
Marina Moskvina;marina moskvina
Leonard Matei;leonard matei
Henriette Yvonne Stahl;henriette yvonne stahl
Margaret O'Keeffe, Lewis Lansford, Ed Pegg;margaret okeeffe lewis lansford ed pegg
Ed Pegg;ed pegg
Gunther Jakobs, Sophie Schoenwald;gunther jakobs sophie schoenwald
Isabel Abedi, Silvio Neuendorf;isabel abedi silvio neuendorf
William Finnegan;william finnegan
Constantin Cheianu;constantin cheianu
Klaus Bochmann;klaus bochmann
Raul Ancel;raul ancel
Liviu Pop;liviu pop
Sebastian Meschenmoser;sebastian meschenmoser
Demis-M. Sparios;demism sparios
Alexandru Rosu;alexandru rosu
Jan Stocklassa;jan stocklassa
Adam Hasllet;adam hasllet
Serban Tomsa;serban tomsa
Misha Glenny;misha glenny
Mabel Collins;mabel collins
Laura Pamfiloiu;laura pamfiloiu
Serhii M. Plohii;serhii m plohii
Kate Clayborn;kate clayborn
Greg Hughes;greg hughes
Sara Stridsberg;sara stridsberg
Tamara Lenta, Inesa Tautu;tamara lenta inesa tautu
Iosif Brodski;iosif brodski
Steve Bloom;steve bloom
Tony Wolf, Anna Casalis;tony wolf anna casalis
Anna Casalis, Tony Wolf;anna casalis tony wolf
Cristina Centea;cristina centea
Adriana Predoiu;adriana predoiu
Carlo Ancelotti, Chris Brady, Mike Forde;carlo ancelotti chris brady mike forde
David E. Nielson;david e nielson
Marian Petcu;marian petcu
Radu Pavel Gheo;radu pavel gheo
George Vasilievici;george vasilievici
Eugeniu Coseriu;eugeniu coseriu
Alina-Paula Larion;alinapaula larion
Philip Delves Broughton;philip delves broughton
Edward Hollis;edward hollis
Nina Hrusciova, Jeffrey Tayler;nina hrusciova jeffrey tayler
Lili La Baleine;lili la baleine
Irene Barrall, Lizzie Wright;irene barrall lizzie wright
Eunice Yeates;eunice yeates
Russell Brand;russell brand
Jeremy Dean;jeremy dean
Ursel Scheffler, Hermien Stellmacher;ursel scheffler hermien stellmacher
Naziran, Celia Mercier;naziran celia mercier
Gheorghe Falca;gheorghe falca
Silvana Enache;silvana enache
Laura Mariana Vladuca;laura mariana vladuca
David Arumi, Katie Woolley;david arumi katie woolley
Anne Worrall, Viv Lambert;anne worrall viv lambert
Viv Lambert, Anne Worrall;viv lambert anne worrall
Balazs Imre Jozsef;balazs imre jozsef
Peternelle Van Arsdale;peternelle van arsdale
K. Kiesewalter;k kiesewalter
Dang Thuy Tram;dang thuy tram
Susan Verde, Peter H. Reynolds;susan verde peter h reynolds
Lucretia Dogaru;lucretia dogaru
Ian Mcdermott, Wendy Jago;ian mcdermott wendy jago
Jennifer Donnelly;jennifer donnelly
Bernd Lee, Jo-Anne Anderson-Lee;bernd lee joanne andersonlee
Adrian Cristian Moise, Emilian Stancu;adrian cristian moise emilian stancu
Daniela Bordei;daniela bordei
Bogdan Virjan;bogdan virjan
Kamila Shamsie;kamila shamsie
Marc Voltenauer;marc voltenauer
Sandra Sarah Krief;sandra sarah krief
Barbara Coloroso;barbara coloroso
Anne Ameling, Gunther Jakobs;anne ameling gunther jakobs
Barbara Van Den Speulhof;barbara van den speulhof
Alexandru Athanasiu;alexandru athanasiu
Adriana Violeta Nistor;adriana violeta nistor
Margareta Chetreanu;margareta chetreanu
Lupu C. Kostaki;lupu c kostaki
Anca Moraru;anca moraru
Andra Karla, Anghel-Sienerth;andra karla anghelsienerth
Anna Richardson;anna richardson
Lindsay Warwick;lindsay warwick
Colette Baron-Reid;colette baronreid
Gloria Stein;gloria stein
Olga Romanoff, Coryne Hall;olga romanoff coryne hall
Constantin Boraciu;constantin boraciu
Raluca Tinca, Alexandra Radu;raluca tinca alexandra radu
Marcus Johnson;marcus johnson
Alice Hemming;alice hemming
Kimberley Scott, Alice Hemming;kimberley scott alice hemming
Justin Cronin;justin cronin
Petre Ioan Cretu;petre ioan cretu
Gabriel-Viorel Gardan;gabrielviorel gardan
Eliana Corina Ionita;eliana corina ionita
Ioan Neacsu;ioan neacsu
Iulian Danca;iulian danca
Philip Latter, Mihaly Csikszentmihalyi, Christine Weinkauff Duranso;philip latter mihaly csikszentmihalyi christine weinkauff duranso
Cristina Necula;cristina necula
Olivia Mandrutiu-Rusu;olivia mandrutiurusu
Gheorghe Schwartz;gheorghe schwartz
Emma Flint;emma flint
Laura Jiga Iliescu;laura jiga iliescu
Fanel Teodorascu;fanel teodorascu
Stefan Baiatu;stefan baiatu
Gheorghe Alexandrovici Znamenski;gheorghe alexandrovici znamenski
Marina-Cristiana Rotaru;marinacristiana rotaru
Melhisedec Ungureanu;melhisedec ungureanu
Anna Ruhe;anna ruhe
Noelle Stevenson;noelle stevenson
Philip Reeve;philip reeve
Carol A. Flaming;carol a flaming
Sylvain Neuvel;sylvain neuvel
Mitropolitul Neofit De Morfu;mitropolitul neofit de morfu
Sfantul Nichifor Cel Lepros;sfantul nichifor cel lepros
Mary Lou;mary lou
Charles Perault;charles perault
Constantine Cavarnos;constantine cavarnos
Sfantul Apostol Simon Canaaneul, Sfanta Cuvioasa Sofia Din Suzdal;sfantul apostol simon canaaneul sfanta cuvioasa sofia din suzdal
Arhimandrit Asterios Haginikolau;arhimandrit asterios haginikolau
Aram Khachaturian;aram khachaturian
Eugen Blaj;eugen blaj
Sergiu Viorel Urma;sergiu viorel urma
Rebeca Maria Nedelea;rebeca maria nedelea
John Parr, Pascal Legrand, Gerard Collignon;john parr pascal legrand gerard collignon
Ala Bujor, Cristina Duca;ala bujor cristina duca
Mia Lecomte;mia lecomte
Ion Papuc;ion papuc
Doinel Tronaru;doinel tronaru
Ramona Muller;ramona muller
Iulian Ignat;iulian ignat
Jordi Doce;jordi doce
Luminita Minca, Roxana Iacob;luminita minca roxana iacob
Adriana Borcan, Simona Grujdin;adriana borcan simona grujdin
Brit Bennett;brit bennett
Daniela Costan;daniela costan
Gabor Mate;gabor mate
Katharine Mcgee;katharine mcgee
Maria Cristina Serban;maria cristina serban
Sharon Maas;sharon maas
Matilda Ksesinskaia;matilda ksesinskaia
Marc Levy;marc levy
Mandy Saligari;mandy saligari
Veronica O'Keane;veronica okeane
James Nestor;james nestor
Gabriel Boroi, Carla Alexandra Anghelescu;gabriel boroi carla alexandra anghelescu
Elena Sticlea, Cristina Mircea;elena sticlea cristina mircea
Samantha M. Bailey;samantha m bailey
Cristiana Mate;cristiana mate
Oleg Gordievski;oleg gordievski
Eoin Dempsey;eoin dempsey
Liz Moore;liz moore
Alina Arsene;alina arsene
Anjali Mahto;anjali mahto
Jacques Martel;jacques martel
Paul Kalanithi;paul kalanithi
Laura Stanciu, Valentina Barabas;laura stanciu valentina barabas
Barrington Barber;barrington barber
Christine Feret-Fleury;christine feretfleury
Sasa Pana;sasa pana
Stephanie Perkins;stephanie perkins
David Biro;david biro
A.H. Brafman;ah brafman
Zarghuna Kargar;zarghuna kargar
Irvin D. Yalom, Marilyn Yalom;irvin d yalom marilyn yalom
James Patterson;james patterson
Adina Dragomirescu;adina dragomirescu
Enid Blyton;enid blyton
Ben Mezrich;ben mezrich
Tatiana Tibuleac;tatiana tibuleac
Marius Constantin, Catalin Stanescu;marius constantin catalin stanescu
Erin A. Craig;erin a craig
Jessikka Aro;jessikka aro
Arina Damian;arina damian
Daniela Berechet, Florian Berechet;daniela berechet florian berechet
Peter Brannen;peter brannen
Andrei Olsufiev;andrei olsufiev
Hallie Rubenhold;hallie rubenhold
Katherine May;katherine may
Philippe Pons;philippe pons
Margarita Alcantara;margarita alcantara
Noreena Hertz;noreena hertz
Francois Delpla;francois delpla
Michelle Icard;michelle icard
Laura Cristina Neamt, Ioan Ilies Neamt;laura cristina neamt ioan ilies neamt
Louise Fein;louise fein
Zulfu Livaneli;zulfu livaneli
Suzanne Rindell;suzanne rindell
Robert Morse;robert morse
Edith Eva Eger;edith eva eger
Thomas Savage;thomas savage
Suzanne Archawski, Margot Dugenet;suzanne archawski margot dugenet
Zillah Bethell;zillah bethell
Alex Milway;alex milway
Daniela-Iuliana Dulica, Camelia-Zoica Sima;danielaiuliana dulica cameliazoica sima
Allison Edwards;allison edwards
Cho Nam-Joo;cho namjoo
Cristopher Swiedler;cristopher swiedler
Andrew Rader;andrew rader
Katherine Applegate;katherine applegate
Dan Alexe;dan alexe
Michel De Montaigne;michel de montaigne
Camryn Garrett;camryn garrett
Jeff Henigson;jeff henigson
Kristen Fulton;kristen fulton
Suzy Zail;suzy zail
Marianne Meister;marianne meister
Kapka Kassabova;kapka kassabova
Parintele Constantin Necula, Mihai Morar;parintele constantin necula mihai morar
Armelle Cottenceau;armelle cottenceau
Tukaram;tukaram
Vaclav Smil;vaclav smil
Emmanuel Carrere;emmanuel carrere
Elzbieta;elzbieta
Rudi Beiser;rudi beiser
Tiphanie Beeke, Julia Rawlinson;tiphanie beeke julia rawlinson
Lisa Mosconi;lisa mosconi
Laini Taylor;laini taylor
Beatrice Milletre;beatrice milletre
Dalia Sofer;dalia sofer
Gay Ivey, William G. Brozo, Nancy Frey, Douglas Fisher;gay ivey william g brozo nancy frey douglas fisher
Jaume Cabre;jaume cabre
Jennifer Lynn Barnes;jennifer lynn barnes
Gareth Moore;gareth moore
Andras Forgach;andras forgach
Alina Nelega;alina nelega
Celia Ampel, Barbara Markway;celia ampel barbara markway
Brian L. Weiss;brian l weiss
Grigore Cartianu;grigore cartianu
Valeriu Stoica;valeriu stoica
Taffy Brodesser-Akner;taffy brodesserakner
Veronica Roth;veronica roth
John Barton;john barton
Jacqueline Briggs Martin;jacqueline briggs martin
Adrian Zanoschi, Dana Heuberger, Gabriel Popa, Marius Ciocartas;adrian zanoschi dana heuberger gabriel popa marius ciocartas
Liu Cixin;liu cixin
Michelle Marly;michelle marly
Daniela Firicel, Irina Kovacs;daniela firicel irina kovacs
Laura Ionescu;laura ionescu
David Stewart;david stewart
Erin Stewart;erin stewart
Amanda F. Doering;amanda f doering
Mark Stacey, Angela Gonzalez Hevia;mark stacey angela gonzalez hevia
Bogdan Vaida, Calin Iepure, Bianca Gai, Razvan Curcubata;bogdan vaida calin iepure bianca gai razvan curcubata
Kate Milford;kate milford
Mikhail Tombak;mikhail tombak
Pia Alimanestianu;pia alimanestianu
Cristina Johnson;cristina johnson
Dionysios A. Makris;dionysios a makris
Marta Trancu Rainer;marta trancu rainer
Donald Miller;donald miller
Molly Howes;molly howes
Ann Whitford Paul, David Walker;ann whitford paul david walker
Ben Macintyre;ben macintyre
Kazuo Murakami;kazuo murakami
Yasmin Boland;yasmin boland
Ion Guceac;ion guceac
Reed Hastings, Erin Meyer;reed hastings erin meyer
Mitropolitul Ierotheos Vlachos;mitropolitul ierotheos vlachos
Wilson Hannah;wilson hannah
Jim Kwik;jim kwik
Holly Jackson;holly jackson
Kobi Yamada;kobi yamada
John Kounios, Mark Beeman;john kounios mark beeman
Shari Lapena;shari lapena
Cornelia Stan, Musata-Dacia Bocos, Claudia-Alina Crisan;cornelia stan musatadacia bocos claudiaalina crisan
Edmonde Charles-Roux;edmonde charlesroux
Sara Ivani, Stefania Costa, Ivonna Volanti;sara ivani stefania costa ivonna volanti
Guzel Iahina;guzel iahina
Riel Nason;riel nason
Astrid Foss;astrid foss
Erich Rauch;erich rauch
Eloise Cohen De Timary;eloise cohen de timary
Tricia Levenseller;tricia levenseller
Judith Grisel;judith grisel
Laurent Binet;laurent binet
Robert Bly;robert bly
Maye Musk;maye musk
Salman Akhtar;salman akhtar
Mitsiko Miller;mitsiko miller
Axie Oh;axie oh
Jayneen Sanders;jayneen sanders
Gabriela Hum;gabriela hum
Chanel Miller;chanel miller
Ana-Maria Canavoiu;anamaria canavoiu
Anne Popet;anne popet
Arhim. Simeon Kraiopoulos;arhim simeon kraiopoulos
William Styron;william styron
Fiona Valpy;fiona valpy
Constantin Daniel;constantin daniel
Teodora-Alina Rosca, Dorica Boltasu Nicolae;teodoraalina rosca dorica boltasu nicolae
Robert Coupe;robert coupe
Alexandra Albota, Irina Curelea;alexandra albota irina curelea
Vincent Docherty, Sonia Brough;vincent docherty sonia brough
Elsa Beskow;elsa beskow
Lynne Twist;lynne twist
Toni Victor Moldovan;toni victor moldovan
Thich Nhat Hanh;thich nhat hanh
Mickael Launay;mickael launay
Brigid Kemmerer;brigid kemmerer
Janet B. Pascal;janet b pascal
Luminita Buscaneanu;luminita buscaneanu
Ion Vianu;ion vianu
David R. Gillham;david r gillham
Marcus Emerson;marcus emerson
Mihaela Mateescu;mihaela mateescu
Robin Hanson, Kevin Simler;robin hanson kevin simler
William B. Marsh, Bruce R. Carrick;william b marsh bruce r carrick
C. S. Lewis;c s lewis
Mike Michalowicz;mike michalowicz
Costel Istrate;costel istrate
Miruna Lepus;miruna lepus
Anne-Marie O'Connor;annemarie oconnor
Rene Goscinny, Jean-Jacques Sempe;rene goscinny jeanjacques sempe
Sanjay Gupta;sanjay gupta
Vlad-Ionut Musceleanu, Emil Strainu;vladionut musceleanu emil strainu
Stacy Curtis, Sean Covey;stacy curtis sean covey
Daniela Stoica, Rodica Dinescu, Carmen Minulescu;daniela stoica rodica dinescu carmen minulescu
Alexandru Babes;alexandru babes
Lily King;lily king
Amanda F. Doering, Simone Shin;amanda f doering simone shin
Roderick Gordon, Brian Williams;roderick gordon brian williams
Stephen M.R. Covey;stephen mr covey
Cristina Donovici, Alex Donovici;cristina donovici alex donovici
Frauke Nahrgang;frauke nahrgang
Gabriel-Dumitru Culcer;gabrieldumitru culcer
Malka Adler;malka adler
Narcisa Suciu;narcisa suciu
Andreas Konanos;andreas konanos
Ethan Kross;ethan kross
Albert Einstein;albert einstein
Marianne Costa, Alejandro Jodorowsky;marianne costa alejandro jodorowsky
Bogdan Ratiu, Claudia Sopterean;bogdan ratiu claudia sopterean
Cristina-Beatrice Preda;cristinabeatrice preda
Maria Alexandru, Ionut Teodorescu;maria alexandru ionut teodorescu
Louise Gluck;louise gluck
Cassandra Clare, Wesley Chu;cassandra clare wesley chu
Florin Mateescu;florin mateescu
Brian Cole, Rob Panariello;brian cole rob panariello
Maggie O'Farrell;maggie ofarrell
Adina Rosetti;adina rosetti
Jiddu Krishnamurti;jiddu krishnamurti
Jim Rohn;jim rohn
Amy Harmon;amy harmon
Catalin Gombos;catalin gombos
Shelby Mahurin;shelby mahurin
Hedvig-Maria Formagiu;hedvigmaria formagiu
Vasile Ioana;vasile ioana
Brenda Ralph Lewis;brenda ralph lewis
Louise Grenier;louise grenier
Salomon Sellam;salomon sellam
Catherine Dautel;catherine dautel
Eric Denimal;eric denimal
Melissa Higgins;melissa higgins
Tomas Wieslander, Jujja Wieslander, Sven Nordqvist;tomas wieslander jujja wieslander sven nordqvist
Laura Grunberg;laura grunberg
Loredana Neacsu;loredana neacsu
Jack Challoner;jack challoner
Jean-Claude Rodet, Jacques Lalanne;jeanclaude rodet jacques lalanne
Natacha Deery;natacha deery
Kate Morton;kate morton
Otto Rank;otto rank
Elena Anghel;elena anghel
Hanya Yanagihara;hanya yanagihara
Chris Withtaker;chris withtaker
Michael Bond;michael bond
Victoria Toader;victoria toader
Dawson Church;dawson church
Claudia Crisan;claudia crisan
Mircea Stanciu;mircea stanciu
Kim Arnold;kim arnold
Rachel Cohn, David Levithan;rachel cohn david levithan
Cecile Alix, Claire Frossard;cecile alix claire frossard
Juliet Diaz;juliet diaz
G. Gruita;g gruita
Irineu Mihalcescu;irineu mihalcescu
George Robert Mead;george robert mead
Cosmin Ciotlos;cosmin ciotlos
Ioan Chera, Daniela Haller, Florica Ursu;ioan chera daniela haller florica ursu
Anais Nin;anais nin
Mihai Zaharia, Dragos Dinculescu;mihai zaharia dragos dinculescu
Gib Mihaescu;gib mihaescu
Peter Scott-Morgan;peter scottmorgan
Narcisa Vanina Botezatu;narcisa vanina botezatu
Dominic O'Brien;dominic obrien
