Author,Author_Std
Jean-Lorin Sterian,anastasiu crisu
Anna Lang,jason tougaw
"Avril Mcdonald, Tatiana Minina",fred multier alexandre jardin
"Tatiana Minina, Avril Mcdonald",alexandre jardin fred multier
Carmen Pletea,valentin cojanu
Mirela Culman,igor lange anna ruhe
"Delia Mut Popescu, Doina Barbu",lee wildish adam guillain charlotte guillain
Mihaela Simina,casey sherman michael j tougias
Andreea Pavel,guido cavalcanti
Rajesh Misca,iulia negroiu
Rhoda Belleza,elisabeth haich selvarajan yesudian
"Klaas Kunst, Anne De Graaf",katharine scott
Catherine Doyle,katie foufouti chris speck
Elena Armenescu,cheryl pelteret mark roulston
Daniel-Emil Bichir,steve way felicia law
Viorica Nagacevschi,melanie joyce gabi murphy
Traian Stef,halder vol1  g grafin von schallriaucour
Nicolae Melinescu,marcela claudia calineci daniela barbu cristiana anamaria boca
Simona Silvia Badulescu,carmen tica irina terecoasa simona dobrescu
Sabrina Jeffries,viorica reh mariuscristian neacsu
Elena Otilia,katharina von der gathen anke kuhl
Claudiu Tarziu,irina terecoasa carmen tica
James Early,alice nichita
Wang Qing,antonetageorgina bolchis
Alia Iarina Popa,mihaela prajica
Izabela Constantin,elena simona
"Ian N. Scobie, Katherine Samara",ian worboys silke diehl
Horia Badescu,shona innes irisz agocs
Vincenzo Cardarelli,lena hills
"Dimitrie Nanu, Ion Marian Antoniu",al lawrence james eade
"Otilia Brebenel, Mirela Mihaescu, Stefan Pacearca, Anita Dulman, Crenguta Alexe",dumitru zdrenghea
"A.M. Owsley, W.S. Culbertson",adriana zaharia
Mara Dinu,eduard matei
Elizabeth George Speare,ioan gligor stopita
Tom Angleberger,lucia mandache
Guy Gavriel Kay,georgeta galusca
"Florin Ionita, Adrian Savoiu",ioan laza florin ardelean
Catalina Elena Potarniche,axenteirinel andrei
Martin Lings,gerald marzorati
Ilarion Mata,adrian restian tudor artenie alexandru vlad ciurea
"Aurora Firta-Marin, Oana Bosca-Malin",laurel oke logan janette oke
Anton Adamut,jeanne perrett charlotte covill katherine stannett tessa lochowski
Florin Oprescu,jeanne perrett katerina stavridou charlote covill
Demetrio Marin,deborah cadbury
"Petre Nachila, Catalin-Eugen Nachila",maria fodor
Alexandra Badita,charlotte barkla
Vatra Giorgica,william jay jacobs
"Teodora Matei, Lucian Dragos Bogdan",mickey spillane
Eugenia Glavan,eric goodman
Itamar Rabinovich,gheorghe din zadonsk
Eduard Uspenski,mihai ghiur
Adriana Almasan,denisa mihaela avram
Velimir Hlebnikov,daniela toma
Luminita Dascalu,sarah surgey
Liviu Georgescu,mihai adrian hotca elena hach
Liviu Capsa,william le queux
Roxana Antoinette Vornic,stuart sweeney
Vitali Cipileaga,ion marian croitoru sebastian moldovan
Tiziano Terzani,daniela agafitei
Richard Heinberg,cristian egis
Rob Hopkins,mihaelaemilia vladu
Virginie Raisson,camelia tamas
Theodor Grigoriu,lisa jackson
"Attilio Speciani, Marina Nechhi, Michela Carola Speciani",georgiana grigoras
Monica Onojescu,valeria negovan
Ioan Buga,thomas enger
Nichita Danilov,rebecca seal
"Florian Olteanu, Carmen Zamfirescu",sarah kornfeld
Margaret Hynes,mark baker neville astley
Dumitru Furdui,mary roulston
Marcia Reynolds,yvette roberts
Dimitrie Cantemir,linnette erocack nicola foufouti
Liviu Voinea,stephen fulder
Aurel Ungur,cristian terran
"Alain Jost, Marie Duval",peter loveday yvette roberts
Barbara Robinson,adele van eiszner veronique kohn
Silvia Grossu,theodora savuli
Radu Osadcenco,silvia vecchini daniela iride murgia
Meliusz Jozsef,marco soma luca tortolini
Vasile Lupasc Sfintes,ivan malcovichm zhenia gapchinska
Calin-Vasile Placintar,danielei aristarco marco soma
Bruce Feiler,gino alberti linda wolfsgruber
Noemina Campean,agnes keszeg anamaria lembrau
Denisa Ratulea,sonja ml possentini matteo razzini
"James Patterson, Maxine Paetro",devin fan terry fan eric fan
Bernd Penners,gabriela goudenhooft irina pop
Cristina Cojocaru,olivier dubouclez
Radu Teculescu,susy zanella giulia pesavento
"Martin Johnson, Ann Taylor",enrico lorenzi irena trevisan
Simon Critchley,semida marcu
Melanie Benjamin,manuel stanescu adrian scrieciu
Daniel Estulin,melibeea disaga
"Jean-Louis Festjens, Pierre Antilogus",cn farcas
"Bertrand Meyer-Stabley, Lynda Maache",nicolae al romaniei
William Doyle,hillary rodham clinton louise penny
Elena Liliana Popescu,jana grcevich olivia koski
Marek Krajewski,abdulfattah sabri
"Mark Mittelberg, Bill Hybels",andra badea cristiana petre
Zhang Wei,stefan masu ilie dumitru
Sorina Popescu,andreea corneanu
Kevin Hogan,elisabeth de feydeau
"Lev Tolstoi, Mary Sebag-Montefiore",andriy lesiv romana romanyshyn
Dean Del Sesto,liviu marius bejenaru alina ilinca
Harry G. Frankfurt,liu qingbang
"William Hendricks, Howard Hendricks",mihaelaada radu cleopatra mihailescu dumitra radu tudora pitila
Bianca Bosker,cate howell alex barnard
Dumitrita Stoica,arshad moscogiuri anna zanardi cappon
Marius Taciuc,vasile bumacov
Timothy R. Clark,oleg panfilov
Horea Poenar,horatiu simion
Horia Blidaru,josette durrieu florent parmentier
Timothy Ferriss,jon evans
"Pablo Pino, Ana Galan",alexadru d lazar
Vinicius De Moraes,steven roger fischer
"Bettina Goschl, Klaus-Peter Wolf",luca dinulescu
Abigail Marsh,loti popescu
Nicolae Balota,nina sophia miralles
"Charlotte Bronte, Mary Sebag-Montefiore",tasi melina
Dan Gulea,katie woolley david arumi
Radu R. Serban,dino grandi
Pierre Valentin Marchesseau,iustin mihailov
Radu F. Constantinescu,veronica ioana ilies paulalexandru farcas
Ragnar Jonasson,sorin mitulescu
Laura C. Martin,michel exdokimov
Alan Weisman,chloe gong
"Serban Zodian, Vladimir Zodian",onufrie vinteler
Roc,irinel columbeanu
H. Schreter,julia boehme katharina wieker
"Ben Cort, Amy Sparkes",ramona delia popescu
Nicoleta Bunduc,caroline thaw jana bauer
Paul Henri Thiry Baron D'Holbach,andrei manga
Eugen Pais,hans klein
Sfantul Vasile Cel Mare,david chang
"Jeanne Willis, Tony Ross",sebastian sifft
Leonardo Sciascia,simonagrazia dima
George Topirceanu,anacarmen mandrean einhellinger
Sfantul Siluan Athonitul,vanesa martinez
Janna Levin,liviu g stan
Zaharia Zaharou,dan adrian
Elena Bogdan,bashkim hoxha
Sfantul Isaac Sirianul,alexandra rada
Gabrielle-Suzanne Barbot De Villeneuve,adrian costea
Dan Ciachir,lucy frino
Nikolaos P. Vasiliadis,kathy ireland rachel van dyken
Esme Tretinescu,heddi goodrich
Ioan Pop-Reteganul,mira lobe christine sormann
Ioan Din Kronstadt,ioana rusu ion rusu bogdan birzu
Andreea Paul,ioana rusu bogdan birzu ion rusu
Tifon Din Zadonsk,philippe auriol marieodile vervisch
Dora Alina Romanescu,teodor bodoasca
"Diana Ionescu, Claudia Dobre",gaetan evrard louisbernard koch
"Liliana Putinei, Cristina Mircea",nora brech
Valentina Negoita,maria monica stoica
"Jean De La Fontaine, Mirella Popescu",nicola foufouti virginia marconi
Macarie Dragoi,simona bader corina sirb
Mircea Draganescu,oana popescuargetoia
"Ion Pop, Calin Teutisan",sara gay forden
Alcaz,gill tavner jane austen
Raluca Popa,fineta bloju
Ella Mara,stefano versace
Crina Decusara Bocsan,simon barnes
Corneliu Miron-Uritu,horea avram
Eugen Hrusca,nancy frey douglas fisher john hattie
"Wang Hongpeng, Ma Na",eugen florian popescu
Florea Burtan,concha roldan
Ionel Necula,daniela burlaca
Sebastian Reichmann,sharon jordanevans beverley kaye
Ecaterina Petrescu Botoncea,victor simion
Cristina Preutu,ioan balan
Dana Oprica,peter hartling
Ruxandra Borcila,mark fahnert
Dan Tipurita,adriana hristea
Florica Bud,andaileana duta
Mihai Cimpoi,mirceadan bobbocsan sevastian cercel
Nicolas Gerrier,jorn lier horst sandnes hans jorgen
"Suzanne Gaynor, Kathryn Alevizos",corneliu padurean doru sinaci
"Daniela Dosa, Smaranda Maria Cioflica, Viorica Preda",carmina harr
Vlad B. Popa,linda williams jackson
Susannah Malpas,david a adle
"Magdalena Custodio, Oscar Ruiz",elena prodan
Dumitru Talvescu,joakim zander
Alexandru Seres,nectarie mitropolitul argolidei
"Amanda Thomas, Jan Bell",matei vulcanescu
Remus Damian,ieromonah vladimir
Menut Maximinian,andreea iulia scridon
Ioan Negru,sf serafim al dmitrovului
Daniela Marin,sfantul macarie de la optina
Mihaela Camelia Nicodinescu,sfantul filaret
Bogdan Plotnic,mathilde ray homer
Mihai Visoiu,charles gounod
Elena Pughineanu,n smolenski
Florin Crismareanu,sf teofan zavoratul
Ion-Daniel Pestrea,sfantul luca al crimeei
Cristian-Liviu Burada,tessa lochowski paul drury
Nicolae Busuioc,jeanne perrett paul drury
Leone Dyson,cristina montescu
Luminita Albu,dana potorac
"Laura Raluca Surugiu, Mihaela Daniela Cirstea",roger gower jan bell
Aura Stefan,tessa lochowski catherine smith
James Clear,mary roulston tessa lochowski
Alex Michaelides,domnica gorovei
Jamie Susskind,valentin stoian
"Aura Stefan, Arina Damian",flavia bocchio ramazio
Stephanie Sabol,amandine barthes
Staretul Tadei,ildiko serban
"Larisa Bangs, Alexandra Hlade",romita malina constantin
"Elena Sticlea, Alina Hristea",gabriel gherbaluta
Rachel Hollis,ion horea
"Arina Damian, Aura Stefan",timotei prahoveanul
Greg Mckeown,simona serban
Ellen Hendriksen,michel layaz
"Thierry Robberecht, Ginette Hoffman",joseph incardona
Laura Jane Williams,katharine scott susan house
Patrisia Lungu,mary roulston cheryl pelteret
Robin Norwood,annette flavel
"Simona Grujdin, Adriana Borcan",melissa bryant
"Daniel Z. Lieberman, Michael E. Long",mark roulston
"Tudor Mihai Stan, Dragos Florian Stan",hawys morgan kirstie grainger
Irina Paller,jessie inchauspe
"Cristina Mircea, Liliana Putinei",george s clason
Beverly Lynn Bennett,cristina martin arina damian
Stejarel Olaru,caroline o donoghue
Brene Brown,hector garcia francesc miralles
Emily Nagoski,adrian ilie aichimoaie loredana ciobanu
Alex Donovici,kate oliver toby oliver
T. Harv Eker,julianne maclean
Mindy Mcginnis,sue stuartsmith
Tara Westover,olga lengyel
Shunmyo Masuno,bjorn natthiko lindeblad caroline bankler navid modiri
Stefania Popescu,gwen adshead eileen horne
"Claudia Dobre, Diana Ionescu",robert bishop es crayfield
"Alexandra Feodorovna, Imparateasa Rusiei",genoveva farcas daniela palaga elena tudose marcela gorgan
Esther Wojcicki,george n budisteanu
Gregory Zuckerman,wilma fingerfit
Elisabeta Rizea,adina grigore ileana tanase silvia costache
"Horatiu Catalano, Ion Albulescu",iulian bogaciev adriana monica gheorghiu
"Madalina Florea, Florentina Ionita",deborah feldman
Arnaldur Indridason,carmen mola
"Silvia Grecu, Lucia Miron, Mirela Tibu",i p nosov
Ismail Kadare,marius vaduva annemarie vaduva
Eva Heyman,neagu djuvara radu oltean
L. J. Shen,ioan ianolide
Alejandro Palomas,danielle lori
"Anne-Isabelle Tollet, Asia Bibi",alice schroeder
Rodica Dinca,alex rovira francesc miralles
Grant Cardone,mihaela dobos
"Janina Gorrissen, Liane Schneider",lauren blackwood
Melissa Savage,geo bogza sasa pana
"Courtney Adamo, Esther Van De Paal",maria cantacuzinoenescu
Valeriu Gafencu,ioana magdas
"Mark Robert Waldman, Andrew Newberg",giorgio parisi
Manuela Dinescu,wladyslaw szpilman
Alina Hristea,parintele dobos parintele constantin necula
"Laura Toma-Dauceanu, Ioan Ilies Neamt",ioana chicetmacoveiciuc lavinia trifan
Mihaela Olteanu,inesa tautu olga timcov
Suzanne Collins,adina grigore nicoletasonia ionica cristina ipatetoma
Didier Decoin,naomi styles
"Liane Schneider, Annette Steinhauer",richard bassett
Iancu Balaceanu,maria loretta giraldo nicoletta bertelle
Norica Birzotescu,maria zaharia dan zaharia
Igor Stoica,francesc miralles angeles donate
Cristian Onetiu,shawn achor
Ioan Grigorescu,dana jucan musata bocos
James Hillman,jason fung nadia brito pateguana
Gheorghe Roset,robin barton
"Julie King, Joanna Faber",daniel yergin
Brian Krebs,gisella perl
Debbie Ford,camelia stavre arina damian
"Carmen David, Adrian Rosan",the new york times magazine
Radu Paraschivescu,carmen camelia radulescu ionut popa
Mario Luzi,gabriel stefan ion
Sorina Corneanu,jeannine mik sandra temljetter
Gabriele Tafuni,diana ioanes
Maria Vantu,julie smith
"Dumitru Cheaga, Gheorghe Sava",adela cotul valer pop nicolae sanda
E.B. Sledge,anton negrila maria negrila
"Florica Popescu, Izabela Bejenariu, Lucretia Maria Papuc",katherine corr elizabeth corr
Stelianos Papadopoulos,mademoiselle lenormand
Andrew Sean Greer,lucie albon
"Imparateasa Rusiei, Alexandra Feodorovna",minamaria rusu geanina cotoi irina haila mihaela timingeriu
Robert Schwartz,marat gabidullin
Sri S. Shankaranarayanan,cristiana trica
"Mihaela Georgescu, Nicoleta Ionescu",serghei medvedev
Luminita Irinel Doicin,ralucaroxana iarovoi mihaela rus
Andrew Samuels,julie klassen
Louise Hay,catherine brereton
"Cristina Mircea, Cristina Truta, Liliana Putinei",arina damian nicoleta popescu cristina martin
Laura Anton,irina haila minamaria rusu geanina cotoi mihaela timingeriu
Steve Peters,santa montefiore simon sebag montefiore
Monahia Filofteia,lidia maksymowicz paolo rodari
Harlan Coben,constantin sarbu
Sveta Albu,florentina ionita madalina stan
Irina Reisler,cristina cergan cristina radu iris tanasescu
"Jeremy Ley, Anh Do",petre nachila catalineugen nachila eugen nita
"Steven Stosny, Patricia Love",matthew tobin anderson
"Mioara Coltea, Dorica Boltasu Nicolae",robert l leahy stephen jf holland lata k mcginn
Andreea Panait,caroline bernard
"Lucian Dragomir, Ovidiu Badescu, Adriana Dragomir",katja reider dirk hennig
"Mihaela-Elena Patrascu, Gabriela-Madalina Nitulescu",alexandru florin magureanu ionut andrei barbu
"Ana Dragomir, Ionut Robert Olaru",paul pruna
Ion Aion,geanina cotoi minamaria rusu mihaela timingeriu irina haila
Melentina Toma,gianina prodan
Andrzej Sapkowski,lauren stockly ellen surrey
Sam Mcbratney,catalina sandulache
Elisabeth Kubler-Ross,aj cronin
"Liane Schneider, Annette Steinhaue",carl sagan
Catalin Mihuleac,marcus pfister
Claudia Nita Donca,mark a mcdaniel peter cbrown henry l roediger iii
Bodin Nathalie,florentina golea aurelia fierascu
Schwartz Robert,floriana pana
Jonathan Lethem,elefterios g elefteriadis
"Shannon Warden, Gary Chapman",irina mihaela trifan alexandra silvas bogdan ratiu
Paul Johnson,marjan kamali
"Ion-Ovidiu Panisoara, Marin Manolescu",nicoleta profira muntean ana maria ducuta
Mary Pope Osborne,john sellars
Tim Weiner,henry winkler lin oliver
"Francisc Deak, Romeo Popescu",rebecca heiss
Hortensia Papadat-Bengescu,marieta avram
Sally Rooney,jacques marcelin charlotte garner francois faivre michel ratie
Liviu Iancu,emily alison laurence alison
Monica Cristina Anisie,don miguel ruiz jr heatherash amara
"Blaise Leclerc, Jean-Jacques Raynal",haim g ginott
Eleftherios G. Eleftheriadis,arin murphyhiscock
"Myriam Brousse, Valerie Peronnet",patrick betdavid greg dinkin
Gheorghe Boroica; Nicolae Musuroia,david polonsky ari folman
"Chen Kaiguo, Zheng Shunchao",torsten a lange
"Tony Wolf, Aurora Georgescu",ari folman lena guberman
Tom Mclaughlin,dolly parton james patterson
Mike Horn,joanna cole bruce degen
Christel Petitcollin,patricia lockwood
Cecilia Ionescu,julia s cristiana
Johann Hari,moira mikolajczak isabelle roskam
Maja Lunde,marco missiroli
Dina Anastasio,b a saenz
Ieromonahul Filotheos,richard p rumelt
I. Berg,harold s kushner
Alina Pavelescu,gitta jacob hannie van genderen laura seebauer
Carlo Rovelli,ruxandra campeanu
"Mhaela Miroiu, Maria Bucur",marieodile vervisch philippe auriol
"Joan Declaire, John M. Gottman, Julie Schwartz Gottman",shelby van pelt
Traian Berbeceanu,rebecca serle
Paul Ekman,herbert puchta gunter gerngross peter lewisjones oanacristina stoica
Bob Woodward,michael a cremo richard l thompson
Rachel Kushner,courtney summers
Suada Agachi,giovanni filoramo
"Adina Grigore, Claudia-D. Negritoiu, Augustina Anghel",estera tintesan cristina beldianu
Ierotheos Vlachos,catalin d constantin
Lucian Dragomir,dragos bigu
"Arthur Freeman, Aaron T. Beck, Denise D. Davis",elisabeth noreback
Dan Antonescu,liviu stanila horia crisan
"Mariana Vlad, Florin Boghean",julie bezdekova
Louis Slobodkin,alea marley michel luchesi
Cristina Elena Gheorghiu,constantin dimitrescusevereanu
Giulia Enders,aleksandr nikolaevici nadejdin
"Frauke Nahrgang, Susanne Szesny",jean delumeau
Radu Oltean,ciprian cucu
"Valeria Docampo, George Balanchine",confucius
"Diana Ionescu, Gina Belabed, Claudia Dobre",iris tanasescu cristina cergan cristina radu
"Nina Petrick, Vera Schmidt",oana moraru
Paul Simpson,jp pawliwfry hendrie weisinger
Carlos L Abbate,c j tudor
Constantin N. Tomescu,is cosman
"James Dean, Kimberly Dean",oana david
Randi Hutter Epstein,david fideler
Karen Haller,kathleen glasgow liz lawson
"Alec Blenche, Alexia Udriste",terrence sejnowski barbara oakley alistair mcconville
Mila Pavicevic,deb dana
Yukio Mishima,francois lelord christophe andre
Gally Lauteur,bruce degen joanna cole
Ocean Vuong,michelle skeen
Gica Manole,brian herbert kevin j anderson
Ozge Samanci,richard rohr
Silvia Olteanu,vergiliu
Gabriela Corina Kodjabashija,julia adams
"Adina Achim, Anca Veronica Taut",gheorghe iacovita
"Jurgen Bruck, Harald Havas",tudorita raischi victor raischi
Dan Coman,rudolf hoss
Robert Seethaler,randi kreger paul t mason
Simona Mihutiu,rebecca stead
Hannah Fry,ioana chicetmacoveiciuc liviu macoveiciuc
"Vanessa Youness, Stefan Stangaciu",elie de rothschild jr
"Dylan Thuras, Rosemary Mosco, Joy Ang",andrew bourelle
Stephen Fry,sophie bouxom marion mcguinness
Ewald Kliegel,sillinger nikolett halaszszabo klaudia
"Michael Bar-Zohar, Nissim Mishal",gheorghe orlov
Cristian Preda,joe knight john case karen berman
Liu Xianping,sverker johansson
William W. Li,nadine bruncosme olivier tallec
"Emil Dobrovolschi, Octavian Pantis",amishi p jha
Dimitrie Foti Merisescu,adrian lustig
"Cezarina Luminita Hardulea, Elena Daniela Balcan",barbara oakley beth rogowsky terrence j sejnowski
Georgeta Loredana Burda,caroline myss
Lucretiu Patrascanu,anthony robbins peter mallouk
"Christelle Courrege, Celine De Sousa",nisargadatta maharaj
M. Scott Peck,mihaita linca
Nicoleta Popescu,laura dina
Cristina Muntean,adina achim emanuela patrichi laura piros anca veronica taut
Gino Wickman,laszlo krasznahorkai
Gheorghe Ghetu,heidi gerard kaduson charles e schaefer
James Orchard Halliwell-Phillipps,marilena cotici anageorgiana marinkovic
Vlad Alexandrescu,benji davies
Simona Sava,nicholas g louh roxanne k louh
"A.E. Hotchner, Ernest Hemingway",nelu stratone costin petrescu
Ariana Harwicz,camelia soponaru
Constantin C Giurescu,heather heying bret weinstein
Sorana Ionescu,caroline moorehead
Timon Krause,mark victor hansen jack canfield leann thieman
Jean-Charles Bouchoux,forrest hanson rick hanson
Laura Ene,simona gherghina marilena ene mihai baesu
"Jayneen Sanders, Cherie Zamazing",howard c cutler dalai lama
Elizabeth Gilbert,angelique preux
"Nicoleta Kuttesch, Mariana Cheroiu",gwenaelle dargnies
Violeta Enea,maria alejandra castro arbelaez
Theodor Abt,ai weiwei
"Charles Perrault, Hans Christian Andersen",raluca florescu
"Tudor Visan-Miu, Dinu Zamfirescu",cezariulian buterez anamaria marin ionut savulescu marinaramona virghileanu
A. J. Finn,nicolae tudor
Gitta Jacob,elaine mazlish adele faber
Selcuk Altun,dante alighieri corina anton
John Burke,catalin cioaba grigore vida
Olga Kliukina,anders hansen mats wandblat
"Florin Andreescu, Mariana Pascaru",vanessa youness
"Elena Platon, Ioana Sonea",silke rose west joseph sarosy
"Glenn Doman, Janet Doman",jill mcelmurry alice schertle
Marina Abramovic,cornel jurju cosmin budeanca
Isabelle Thureau,cristina capusa
E.M. Forster,alexandra drestaru
"Nicoleta Beliciu, Mihaela Dima",michaeleen doucleff
Margaret Crastnopol,shai tubali
"Jack B. Schaffer, Emil Rodolfa",cezara mucenic
Ledicia Costas,kevin chassangre stacey callahan
Lars Klinting,jane chapman karma wilson
Sam Kean,anthony w bateman jon g allen peter fonagy
"Will Osborne, Mary Pope Osborne",ana carstoveanu anamaria paraschiv arina damian cristina martin
Glenn R. Schiraldi,sfantul issac sirul
Lisa Taddeo,jason barron
Micol Ostow,ross dickinson
Margareth Anker,laurence levasseur
"Anne Ancelin Schutzenberger, Evelyne Bissone Jeufroy",thiago de moraes
E.G. Scott,ingrid alexander sabine luck
Maureen Abson,dietrich woessner heinrich beltz
Mary Lynch Barbera,emil strainu dragos andrei sirbu
Nicolae I. Arnautu,julie starr
Radu Sorescu,mihail pautov
Eugen Giurgiu,costeldobre chites severius moldoveanu daniel petriceanu
Virginia Satir,reinhold ostler
Steve Antony,judith meszaros
"Anne Francoise L'Hote, Michel Dogna",chirila ioan
"Clare Hibbert, Honor Head",will hillenbrand
"Elaine Mazlish, Lisa Nyberg, Adele Faber",anca jeanina nita
Baltasar Gracian,george coca lob
Adriana Georgescu,claudio fava
Alexandru Mironescu,doug salati
"Adriana Dragomir, Ovidiu Badescu, Lucian Dragomir",iliana dumitrescu nicoleta ciobanu vasile molan
Oliver Jeffers,arkadi strugatki boris strugatki
Vince Vawter,alexandra maria ciobanu
Toby Green,anda toma
Mihai Fratila,jamie wheal
Abby Hanlon,stefanie stahl julia tomuschat
Pietro Greco,nicolae tonitza
Thomas Taylor,raul stef anca stef
"Sylvie Michelet, Emilie Beaumont",nandor bardi judit pal
"Georgiana Gogoescu, Adela Apostolescu",kaia doi
Maria Paun,stephen kinzer
"Andreea Barbu, Silvia Mihai",stefano mancuso alessandra viola
Madeleine Albright,lisa jewell
Norman Shealy,sfantul pavel
Javier Alonso Lopez,radu stoian
"Florentina Cristina Plesa, Roxana Maria Nemes, Cristina Stoica",ana maria ducuta raluca adriana muntean
Ralf Butschkow,luminita grecu
Sierra Simone,camilla lackberg henrik fexeus
"Mona-Elena Bolocan, Adelina Vilcu",astrid lindgren bjorn berg
"Maria Dehelean, Constantin Dehelean",dorin tudoran robert serban
Alina Florentina Boutiuc,olivier tallec nadine bruncosme
Paula Mclain,richard dawkins yan wong
"Thomas Montasser, Stefanie Reich",kevin j anderson brian herbert
Christopher Bollas,j k rowling steve kloves
Evgheni Vodolazkin,falzar si thierry culliford antonello dalena
Andrei Cornea,daniela palaga elena tudose marcela gorgan genoveva farcas
"Doctor Reiko, Eve Tharlet",camelia burlan roxana gheorghe
Tatiana Niculescu,lara hocheister
"Deepak Chopra, David Simon",smith shoham
Simion Florea Marian,cristina falcon maldonado marina marcolin
Ken Jennings,julia donaldson victoria sandoy
"Zdenek Miler, Eduard Petiska",jory john mac barnett
"Kristen Clark, Bethany Baird",adrian zanoschi gheorghe iurea gabriela popa
John Doerr,benjamin spock robert needlman
Orlando Figes,shannon yrizarry
Emily Gunnis,christian bourit
Geoffrey Hayes,sue lynn tan
Gill Paul,elena bentu cristina beldianu estera tintesan elena capraru
Tiberiu Tudor,alexandre moret
"Jorn Lier Horst, Hans Jorgen Sandnes",cathy ytak
"John Seymour, Joseph O'Connor",arno becker gerd gotz sebastian horsch matthias petgen
"Paul Fert, Gilles Fert",joya goffney
Irina Cristina Petcu,oded galor
Dan-George Uza,yvan pommaux christophe yllasomers
"Nicu Gavriluta, Vasile Banescu",xiran jay zhao
"Anca Veronica Taut, Adina Achim",robert jobson
"Gaston Leroux, Pauline Francis",aki ollikainen
Juliet Erickson,gisela socolovsky
Virginie Grimaldi,dustin thao
"Cristian Voica, Adrian Florea, Mihaela Singer",mirceadan bobbocsan
"Ioan Sorin Usca, Vasile Bora",edouard jeauneau
"Joelle Dreidemy, Lucie Sorel",paul niculescumizil
"Adriana Mitu, Serban Andreescu",andrei ursu roland o thomasson
"Jeana Tita, Daniela Berechet, Florian Berechet",vladimir diaconita
Daniela Berechet,marcela lobos
Mariana Borloveanu,peter graaf christof loose gerhard zarbock
"Mariana Norel, Victoria Padureanu",margaret owen
Adriana Danila,alexandra svet
"Horst Jorn Lier, Sandnes Hans Jorgen",carole rinaldi anne ghiringhelli
Frank Schwieger,inesa tautu alina urechean
"Sheila Mcgraw, Robert Munsch",dietmar naser
Mark Hyman,babette rothschild
Constantin Noica,stefan staretu mircea constantin vadin
"Meb Keflezighi, Scott Douglas",elena mihaela jida
Adrian Sulic,wayne w dyer kristina tracy
Sarah Tomley,alice james tom mumbray
Stephanie Eleaume Lachaud,anna hope
Scott Stossel,monica julean alexandra lazar
Katia Antonova,andre bazin
Daniel Rolea,colin thubron
Joshua Becker,stacey halls
"Megan Roche, David Roche",sir sacheverell sitwell
"Valentina Saygo, Liviana Tane",laura croitoru roxana varadi
Elise De Rijck,anna kang
"Martin Gayford, David Hockney",adir levy ganit levy
Ian Mcleod,usch luhn astrid henn
Georgiana Emilia Ionita,daria fratiloiu
Charlotte Habersack,kevin bordi samy robin
"Jean-Jacques Raynal, Blaise Leclerc",ioan chelaru analuisa chelaru
"Hans Jorgen Sandnes, Jorn Lier Horst",sfantul luca din crimeea
"Traian Saitan, Silvia Ollteanu",cristina onose
Christina Diaz Gonzalez,jessica woody
Tudorel Butoi-Severin,mircea dragu bajko attila
Ion I. Istrate,michael launay
Stefan Seclaman,corina oproae
Pauline Delabroy-Allard,alina astalus adriana georgescu
"Karen Bartlett, Eva Schloss",anne bernhardi kai haferkamp
Georgeta Panisoara,ines rarisch katja reider
Maria Ochescu,andre beucler
Spencer Johnson,miriam mann pina gertenbach
"Georgiana Gogoescu, Luminita Bucsan",anton parks
Stephanie Boudaille-Lorin,rob shallenberger steven shallenberger
"Nicoleta-Sonia Ionica, Cristina Ipate-Toma, Adina Arigore",marion mcguinness sophie bouxom
Elena Bonchis,earl nightingale
Alex Beard,andrei dragulin
"Jacques Salome, Sylvie Galland",ionut andrei barbu
Liliana Nechita,nicolae munteanu
Andrea Bonior,zoe chance
"Vasile Ernu, Veronica Neacsu",alice hemming nicola slater
"Dave Andrews, Jack Canfield",denisa maria bulanasi
John Gottman,adrian zanoschi steluta monea ioan serdean mihai monea
"Larisa Kozak, Codruta Braun, Ramona Raducanu",carmen iordachescu luminita minca roxana iacob
Boris A. Kordemsky,octavian mihai perpelea
Theofil Simenschy,augusto curry
Giuseppe Gariboldi,ioan buliga
Neal Shusterman,olivia tuffin
"Tudorel Badea Butoi, Ioana Teodora Butoi",ellie hattie tim warnes
Emanuel Badescu,tom griffiths brian christian
"Jean Philippe, Patrick Fort",ana maria ullan
Vishen Lakahiani,adrienne heymans
Thomas Armstrong,hanako clulow sally symes
Nicolae Al Ii-Lea Al Rusiei,victor raischi tudorita raischi
Cristin Terrill,teodoraalina rosca
Lazar Vlasceanu,alan hlad
"Joelle Tourlonias, Maite Kelly, Britta Sabbag",ariana loreta guga
Lucy Shipley,nancy herkness
Athanasie Mitilinaios,liana c tataranu nicolae cosniceru
Astronin Astrofilus,anna currey julia donaldson
"Alec Blenche, Doina Axenti",marius marinescu liliana cojocaru mihai mitran
Laura A. Jana,eftimie athonitul
Florina Mariana Jugaru,toma barbulescu
"Madalina Enache, Elena Musel, Georgiana Gogoescu",dumitru drinceanu
Adolfo Bioy Casares,asimov
Valeria Georgeta Ionita,alexandruserban ratoi
Em Lynas,mariana cimpeanu
Nicolas Trenti,rebecca cobb julia donaldson
Gabriela Girmacea,maria bertoldostocheci
Philip Kiefer,gabriela berbeceanu elena ilie smaranda maria cioflica daniela dosa
"Thierry Robberecht, Estelle Meens",stephen sinatra tommy rosa
"Sandra Lebrun, Loic Audrain",robyne hanleydafoe
Anne-Marie Frisque,jokha alharthi
