ID;Title;Title_Std;Author;Author_Std;Price;Reviews;Score;Genre1;Genre1_Std;Genre2;Genre2_Std;Genre3;Genre3_Std;Genre4;Genre4_Std;Number_Of_Pages;Publisher;Publisher_Std;Cover_Type;Cover_Type_Std;Publishing_Date;Language;Language_Std;Translator
B11619;Briefe aus Deutschland - Lesung mit Bernt Hahn (1 mp3-CD);briefe aus deutschland  lesung mit bernt hahn 1 mp3cd;Roth, Joseph;roth joseph;78.0;1.0;4.0;Biographien, Erinnerungen;biographien erinnerungen;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3742409301;isbn 3742409301;N/A;német;nemet;N/A
B11620;Vertraue dem Leben! - Liebevolle Botschaften für jeden Tag: 6 CDs;vertraue dem leben  liebevolle botschaften fur jeden tag 6 cds;Hay, Louise;hay louise;94.0;1.0;4.0;Lebensführung allgemein;lebensfuhrung allgemein;Ratgeber;ratgeber;Sachbuch, Ratgeber;sachbuch ratgeber;Hörbücher;horbucher;;;;ISBN: 3957131618;isbn 3957131618;N/A;német;nemet;N/A
B11623;Motorradkarten Set Kroatien Slowenien - BikerBetten Tourenkarten 1:250 000;motorradkarten set kroatien slowenien  bikerbetten tourenkarten 1250 000;;;64.0;1.0;4.0;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 393706382X;isbn 393706382x;N/A;német;nemet;N/A
B11624;Blutmond - Ein Kopenhagen-Thriller - Lesung mit Dietmar Bär (6 CDs);blutmond  ein kopenhagenthriller  lesung mit dietmar bar 6 cds;Engberg, Katrine;engberg katrine;115.0;1.0;4.0;Kriminalromane;kriminalromane;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3742409492;isbn 3742409492;N/A;német;nemet;N/A
B11626;"Der kleine Major Tom. Hörspiel 5: Gefährliche Reise zum Mars - Mit Bonustrack ""Major Tom (Völlig losgelöst)""";der kleine major tom horspiel 5 gefahrliche reise zum mars  mit bonustrack major tom vollig losgelost;Flessner, Bernd - Schilling, Peter;flessner bernd  schilling peter;47.0;0.0;0.0;Geschichten, Reime;geschichten reime;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3788641053;isbn 3788641053;N/A;német;nemet;N/A
B11649;Im Bann des Eichelhechts (2 mp3 CDs);im bann des eichelhechts 2 mp3 cds;Hacke, Axel;hacke axel;105.0;0.0;0.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3956144414;isbn 3956144414;N/A;német;nemet;N/A
B11678;Nussknacker 1. Allgemeine Ausgabe. Beilage zum Schülerbuch (5er Pack) Klasse 1 - Beilage zum Schulbuch (5er Pack) Zwanzigerreihe, Zwanzigerfeld, Wendeplättchen, Fünferstreifen, Geo-Plättchen, Wendekarten Klasse 1;nussknacker 1 allgemeine ausgabe beilage zum schulerbuch 5er pack klasse 1  beilage zum schulbuch 5er pack zwanzigerreihe zwanzigerfeld wendeplattchen funferstreifen geoplattchen wendekarten klasse 1;;;50.0;1.0;4.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3122536080;isbn 3122536080;N/A;német;nemet;N/A
B11755;BAUSTEINE Lesebuch 3. Hör-CD - Ausgabe 2021;bausteine lesebuch 3 horcd  ausgabe 2021;Eberlein, Regina - Krull, Susan - Ostermann, Ann-Katrin - Paulisch, Ricarda - Riesberg, Kerstin;eberlein regina  krull susan  ostermann annkatrin  paulisch ricarda  riesberg kerstin;94.0;24.0;5.0;Schulbücher;schulbucher;Schule und Lernen, Schulbücher;schule und lernen schulbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3141371717;isbn 3141371717;N/A;német;nemet;N/A
B11768;Spitsbergen/Svalbard 1:800 000 - Touristik Map Spitsbergen/Svalbard /North Norway;spitsbergensvalbard 1800 000  touristik map spitsbergensvalbard north norway;;;58.0;24.0;5.0;Europe;europe;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 1771297212;isbn 1771297212;N/A;angol;angol;N/A
B11772;Tilda Apfelkern. Weihnachtszeit im Winterwald - 24 Adventskalender-Geschichten;tilda apfelkern weihnachtszeit im winterwald  24 adventskalendergeschichten;Schmachtl, Andreas H.;schmachtl andreas h;52.0;1.0;4.0;Geschichten, Reime;geschichten reime;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3833742143;isbn 3833742143;N/A;német;nemet;N/A
B11773;Five Little Monkeys. English Nursery Rhymes and Children´s Songs;five little monkeys english nursery rhymes and children s songs;;;68.0;24.0;5.0;Rhymes and Songs;rhymes and songs;Children's Books;childrens books;Audio books;audio books;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3833742348;isbn 3833742348;N/A;angol;angol;N/A
B11774;Ruby Fairygale. Die Hüter der magischen Bucht - [2];ruby fairygale die huter der magischen bucht  2;Gembri, Kira;gembri kira;84.0;24.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3833741937;isbn 3833741937;N/A;német;nemet;N/A
B11777;Jerusalem 1 : 8 000 - Jerusalem, Bethlehem, Greater Jerusalem, Central Israel, Dome of the Rock, Holy Sepulchre;jerusalem 1  8 000  jerusalem bethlehem greater jerusalem central israel dome of the rock holy sepulchre;;;43.0;24.0;5.0;Proche Orient;proche orient;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 3866093322;isbn 3866093322;N/A;francia, olasz, spanyol, német, angol;francia olasz spanyol nemet angol;N/A
B11783;Bussang.Ballon D'Alsace.Le Grand Ballon 1:25 000;bussangballon dalsacele grand ballon 125 000;;;103.0;24.0;5.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758550369;isbn 2758550369;N/A;francia;francia;N/A
B11784;Le Grand Ballon.Cernay.Guebwiller 1:25 000;le grand balloncernayguebwiller 125 000;;;103.0;24.0;5.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758550385;isbn 2758550385;N/A;francia;francia;N/A
B11785;Bitche.Dambach.PNR des Vosges du Nord 1:25 000;bitchedambachpnr des vosges du nord 125 000;;;103.0;24.0;5.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758550431;isbn 2758550431;N/A;francia;francia;N/A
B11786;Bussang.Ballon D'Alsace.Le Grand Ballon 1:25 000;bussangballon dalsacele grand ballon 125 000;;;103.0;24.0;5.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758550369;isbn 2758550369;N/A;francia;francia;N/A
B11787;Gérardmer.Le Hohneck.La Bresse 1:25 000;gerardmerle hohneckla bresse 125 000;;;103.0;24.0;5.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758550342;isbn 2758550342;N/A;francia;francia;N/A
B11788;Saverne.Wasselonne.Rocher de Dabo 1:25 000;savernewasselonnerocher de dabo 125 000;;;103.0;1.0;4.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758550458;isbn 2758550458;N/A;francia;francia;N/A
B11789;La Petite Pierre-Niederbronn-les-Bains.PNR des Vosges du Nord 1:25 000;la petite pierreniederbronnlesbainspnr des vosges du nord 125 000;;;103.0;24.0;5.0;Europe;europe;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 275855044X;isbn 275855044x;N/A;angol;angol;N/A
B11790;Barr.Le Howald.Villé.Haute Vallée de la Bruche 1:25 000;barrle howaldvillehaute vallee de la bruche 125 000;;;103.0;24.0;5.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758550490;isbn 2758550490;N/A;francia;francia;N/A
B11791;Haguenau.Lembach.PNR des Vosges du Nord 1:25 000;haguenaulembachpnr des vosges du nord 125 000;;;103.0;24.0;5.0;Europe;europe;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 2758550571;isbn 2758550571;N/A;angol;angol;N/A
B11792;Colmar.Le Hohneck.Vallée de Munster 1:25 000;colmarle hohneckvallee de munster 125 000;;;103.0;1.0;4.0;Europe;europe;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 2758550520;isbn 2758550520;N/A;angol;angol;N/A
B11793;Colmar 1:25 000;colmar 125 000;;;103.0;24.0;5.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758550547;isbn 2758550547;N/A;francia;francia;N/A
B11816;Draußen vor der Tür/CD;drauen vor der turcd;Borchert, Wolfgang;borchert wolfgang;83.0;1.0;4.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3844539204;isbn 3844539204;N/A;német;nemet;N/A
B11819;Die kleine Hummel Bommel feiert Weihnachten - Das Hörspiel: 1 CD;die kleine hummel bommel feiert weihnachten  das horspiel 1 cd;Sabbag, Britta - Kelly, Maite;sabbag britta  kelly maite;42.0;24.0;5.0;Bilderbücher;bilderbucher;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3745601734;isbn 3745601734;N/A;német;nemet;N/A
B11859;Mulderadweg 1 : 50 000 - Freiberg / Zwickau - Dresden. Ausflugsziele, Einkehr- & Freizeittipps, Entfernungen, Höhenprofile, GPS-genau;mulderadweg 1  50 000  freiberg  zwickau  dresden ausflugsziele einkehr  freizeittipps entfernungen hohenprofile gpsgenau;;;73.0;1.0;4.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3899203461;isbn 3899203461;N/A;német;nemet;N/A
B11862;Bye-bye Liberty - Band 4 (Finale);byebye liberty  band 4 finale;Hatta, Ayuko;hatta ayuko;34.0;24.0;5.0;Humor, Cartoons, Comics;humor cartoons comics;Belletristik;belletristik;Taschenbücher;taschenbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 2889212998;isbn 2889212998;N/A;német;nemet;N/A
B11863;Kinder des Fegefeuers - Band 8;kinder des fegefeuers  band 8;Karakarakemuri;karakarakemuri;36.0;1.0;4.0;Humor, Cartoons, Comics;humor cartoons comics;Belletristik;belletristik;Taschenbücher;taschenbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 2889511545;isbn 2889511545;N/A;német;nemet;N/A
B11868;The Tale of the Wedding Rings - Band 7;the tale of the wedding rings  band 7;Maybe;maybe;39.0;1.0;4.0;Humor, Cartoons, Comics;humor cartoons comics;Belletristik;belletristik;Taschenbücher;taschenbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 2889510573;isbn 2889510573;N/A;német;nemet;N/A
B11869;Zwischen dir und mir - Band 7 (Finale);zwischen dir und mir  band 7 finale;Tsukishima, Haru;tsukishima haru;34.0;24.0;5.0;Humor, Cartoons, Comics;humor cartoons comics;Belletristik;belletristik;Taschenbücher;taschenbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 2889214532;isbn 2889214532;N/A;német;nemet;N/A
B11896;Hermannsweg, Rheine - Leopoldstal . 1:25 000 - Leporello Wanderkarte mit Ausflugszielen, Einkehr- & Freizeittipps, Straßennamen, Höhenprofil und Etappen, wetterfest, reissfest, abwischbar, GPS-genau;hermannsweg rheine  leopoldstal  125 000  leporello wanderkarte mit ausflugszielen einkehr  freizeittipps straennamen hohenprofil und etappen wetterfest reissfest abwischbar gpsgenau;;;78.0;1.0;4.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3899201914;isbn 3899201914;N/A;német;nemet;N/A
B11897;Level 4: Gladiator Book and MP3 Pack;level 4 gladiator book and mp3 pack;Gram, Dewey;gram dewey;55.0;24.0;5.0;Schoolbooks, Readings, Interpretations;schoolbooks readings interpretations;School and Learning;school and learning;English books;english books;Idegen nyelvű;idegen nyelvu;;;;ISBN: 1447934911;isbn 1447934911;N/A;angol;angol;N/A
B11898;Markgräflerland, Staufen im Breisgau - Belchen - Lörrach 1:50 000 - Rad- und Wanderkarte mit Ausflugszielen, Einkehr- & Freizeittipps, wetterfest, reißfest, abwischbar, GPS-genau;markgraflerland staufen im breisgau  belchen  lorrach 150 000  rad und wanderkarte mit ausflugszielen einkehr  freizeittipps wetterfest reifest abwischbar gpsgenau;;;43.0;1.0;4.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3747306675;isbn 3747306675;N/A;német;nemet;N/A
B11899;Innsbruck Touristenplan 1 : 5 000 / 1 : 12 000;innsbruck touristenplan 1  5 000  1  12 000;;;38.0;1.0;4.0;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3707904881;isbn 3707904881;N/A;német;nemet;N/A
B11903;Parc National Cévennes 1:50000 - IGN Freizeitkarte;parc national cevennes 150000  ign freizeitkarte;;;63.0;24.0;5.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758549018;isbn 2758549018;N/A;francia;francia;N/A
B11909;Der Harz in 4 Teilen - Oberharz . Mittlerer Harz . Südharz . Ostharz Wander- und Fahrradkarten;der harz in 4 teilen  oberharz  mittlerer harz  sudharz  ostharz wander und fahrradkarten;;;93.0;1.0;4.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 393618576X;isbn 393618576x;N/A;német;nemet;N/A
B11911;Wohin mit den Gespenstern - Englisch lernen. Ein Hörspiel für Kinder von 5-10 Jahren;wohin mit den gespenstern  englisch lernen ein horspiel fur kinder von 510 jahren;Keller, Regina;keller regina;146.0;1.0;4.0;Lernen;lernen;Kinderbeschäftigung;kinderbeschaftigung;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;;;;ISBN: 3952338001;isbn 3952338001;N/A;német, angol;nemet angol;N/A
B11913;KuF Deutschland Outdoorkarte 52 Schwarzwald, Pforzheim, Baden-Baden, Bad Herrenalb, Bad Wildbad 1 : 35 000 - Mit kostenlosem Download für Smartphone;kuf deutschland outdoorkarte 52 schwarzwald pforzheim badenbaden bad herrenalb bad wildbad 1  35 000  mit kostenlosem download fur smartphone;;;39.0;1.0;4.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3259025529;isbn 3259025529;N/A;német, angol;nemet angol;N/A
B11914;Achtsamkeitsübungen für die klinische Praxis und den Alltag - Audio-CD (MP3-Dateien);achtsamkeitsubungen fur die klinische praxis und den alltag  audiocd mp3dateien;Michalak, Johannes - Heidenreich, Thomas - Williams, J. Mark G.;michalak johannes  heidenreich thomas  williams j mark g;78.0;24.0;5.0;Angewandte Psychologie;angewandte psychologie;Psychologie;psychologie;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Hörbücher;horbucher;;;;ISBN: 3801729575;isbn 3801729575;N/A;német;nemet;N/A
B11924;Mittelmosel, Bernkastel-Kues - Traben-Trarbach - Kröv 1 : 25 000 - Rad- und Wanderkarte mit Ausflugszielen, Einkehr- & Freizeittipps und Stadtplänen, wetterfest, reissfest, abwischbar, GPS-genau. 1:25000;mittelmosel bernkastelkues  trabentrarbach  krov 1  25 000  rad und wanderkarte mit ausflugszielen einkehr  freizeittipps und stadtplanen wetterfest reissfest abwischbar gpsgenau 125000;;;43.0;24.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3747300790;isbn 3747300790;N/A;német;nemet;N/A
B11938;BAUSTEINE Lesebuch 3. Hör-CD - Ausgabe 2021;bausteine lesebuch 3 horcd  ausgabe 2021;Eberlein, Regina - Krull, Susan - Ostermann, Ann-Katrin - Paulisch, Ricarda - Riesberg, Kerstin;eberlein regina  krull susan  ostermann annkatrin  paulisch ricarda  riesberg kerstin;94.0;1.0;4.0;Schulbücher;schulbucher;Schule und Lernen, Schulbücher;schule und lernen schulbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3141371717;isbn 3141371717;N/A;német;nemet;N/A
B12035;Jujutsu Kaisen - Band 3;jujutsu kaisen  band 3;Gege, Akutami;gege akutami;44.0;1.0;4.0;Humor, Cartoons, Comics;humor cartoons comics;Belletristik;belletristik;Taschenbücher;taschenbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 2889510840;isbn 2889510840;N/A;német;nemet;N/A
B12046;FolyMaps Karte Korsika 1:250 000 - Straßen- und Tourenkarte;folymaps karte korsika 1250 000  straen und tourenkarte;;;44.0;1.0;4.0;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 396599011X;isbn 396599011x;N/A;német;nemet;N/A
B12047;FolyMaps Karte Schwarzwald 1:250 000 - Straßen- und Tourenkarte;folymaps karte schwarzwald 1250 000  straen und tourenkarte;;;44.0;24.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3965990128;isbn 3965990128;N/A;német;nemet;N/A
B12060;Mühlviertel - Freistadt - Bad Leonfelden - Bad Zell - Linz 1 : 50.000;muhlviertel  freistadt  bad leonfelden  bad zell  linz 1  50000;;;63.0;24.0;5.0;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3707915549;isbn 3707915549;N/A;cseh, német, angol;cseh nemet angol;N/A
B12068;Darius Dreizack (1) - Ritterspiele auf Burg Waghalsig;darius dreizack 1  ritterspiele auf burg waghalsig;Szillat, Antje;szillat antje;67.0;24.0;5.0;Kinderbeschäftigung;kinderbeschaftigung;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3867373817;isbn 3867373817;N/A;német;nemet;N/A
B12119;Malerweg Elbsandsteingebirge 1:25 000 - Leporello Wanderkarte mit Ausflugszielen, Einkehr- & Freizeittipps, wetterfest, reissfest, abwischbar, GPS-genau. 1:25 000;malerweg elbsandsteingebirge 125 000  leporello wanderkarte mit ausflugszielen einkehr  freizeittipps wetterfest reissfest abwischbar gpsgenau 125 000;;;68.0;1.0;4.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3899204514;isbn 3899204514;N/A;német;nemet;N/A
B12120;Bayerische Seen - Radkarte mit Ausflugszielen, Einkehr- & Freizeittipps, wetterfest, reissfest, abwischbar, GPS-genau. 1:100000;bayerische seen  radkarte mit ausflugszielen einkehr  freizeittipps wetterfest reissfest abwischbar gpsgenau 1100000;;;43.0;1.0;4.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3747301037;isbn 3747301037;N/A;német;nemet;N/A
B12126;Usedom und Haffküste 1:100 000 - Radkarte mit Ausflugszielen, Einkehr- & Freizeittipps, Tourenvorschläge, wetterfest, reissfest, abwischbar, GPS-genau, auch für E-BIKE;usedom und haffkuste 1100 000  radkarte mit ausflugszielen einkehr  freizeittipps tourenvorschlage wetterfest reissfest abwischbar gpsgenau auch fur ebike;;;43.0;1.0;4.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3747301606;isbn 3747301606;N/A;német;nemet;N/A
B12151;Petronella Apfelmus 07- Hexenfest und Waldgeflüster - Teil 7.;petronella apfelmus 07 hexenfest und waldgefluster  teil 7;Städing, Sabine;stading sabine;68.0;24.0;5.0;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;;;ISBN: 3785780168;isbn 3785780168;N/A;német;nemet;N/A
B12158;Die drei ??? Kids 3er Box -Folgen 46-48 (3 Audio-CDs);die drei  kids 3er box folgen 4648 3 audiocds;;;84.0;1.0;4.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3803260914;isbn 3803260914;N/A;német;nemet;N/A
B12162;Metz Verdun Thionville 1 : 100 000 - Parc naturel régional de Lorraine. Vallée de la Moselle;metz verdun thionville 1  100 000  parc naturel regional de lorraine vallee de la moselle;;;63.0;1.0;4.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758547503;isbn 2758547503;N/A;francia;francia;N/A
B12163;Vico Cargèse Golfe de sagone. Parc naturel régional de Corse 1 : 25 000;vico cargese golfe de sagone parc naturel regional de corse 1  25 000;;;103.0;1.0;4.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758546779;isbn 2758546779;N/A;francia;francia;N/A
B12164;Corniche des Cévennes 1 : 25 000 - Parc national des Cévennes;corniche des cevennes 1  25 000  parc national des cevennes;;;103.0;24.0;5.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758546590;isbn 2758546590;N/A;francia;francia;N/A
B12165;Gorges du Verdon 1 : 16 500;gorges du verdon 1  16 500;;;68.0;24.0;5.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758547910;isbn 2758547910;N/A;francia;francia;N/A
B12166;Mont Viso. Saint -Véran. Aiguilles. Parc National du Queryras 1:25000;mont viso saint veran aiguilles parc national du queryras 125000;;;103.0;1.0;4.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758543338;isbn 2758543338;N/A;francia, német, angol;francia nemet angol;N/A
B12167;Briançon. Serre-Chevalier. Montgenèvre 1 : 25 000;briancon serrechevalier montgenevre 1  25 000;;;103.0;1.0;4.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758546736;isbn 2758546736;N/A;francia;francia;N/A
B12168;Guillestre. Vars. Risoul. Parc National du Queyras 1 : 25 000;guillestre vars risoul parc national du queyras 1  25 000;;;103.0;1.0;4.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758546744;isbn 2758546744;N/A;francia, német, angol;francia nemet angol;N/A
B12169;Monte D'Oro Mont Rotondo Parc naturel régional de Corse 1 : 25 000;monte doro mont rotondo parc naturel regional de corse 1  25 000;;;103.0;1.0;4.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758546825;isbn 2758546825;N/A;francia;francia;N/A
B12170;Monte Renoso Bastelica Parc National de Corse 1 : 25 000;monte renoso bastelica parc national de corse 1  25 000;;;103.0;1.0;4.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758546833;isbn 2758546833;N/A;francia;francia;N/A
B12171;Corte Monte Cinto Parc naturel régional de Corse 1 : 25 000;corte monte cinto parc naturel regional de corse 1  25 000;;;103.0;1.0;4.0;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758546817;isbn 2758546817;N/A;francia;francia;N/A
B12173;Die 7-Minuten-Detox-Kur - Natürlich runderneuert in nur 3 Wochen;die 7minutendetoxkur  naturlich runderneuert in nur 3 wochen;Rubin, Franziska;rubin franziska;52.0;24.0;5.0;Ratgeber Gesundheit;ratgeber gesundheit;Gesundheit, Körperpflege;gesundheit korperpflege;Sachbuch, Ratgeber;sachbuch ratgeber;Hörbücher;horbucher;;;;ISBN: 3839882362;isbn 3839882362;N/A;német;nemet;N/A
B12256;Panama Canal & City 1:300 000;panama canal  city 1300 000;;;58.0;1.0;4.0;South America;south america;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 1771296240;isbn 1771296240;N/A;angol;angol;N/A
B12273;Mellersta Norrland Bil & Turistkarta Nr 5 1:250 000;mellersta norrland bil  turistkarta nr 5 1250 000;;;70.0;24.0;5.0;;;;;;;;;;;;ISBN: 9113106015;isbn 9113106015;N/A;svéd;sved;N/A
B12292;Everest and Himalaya 1:90 000 - ITM Map;everest and himalaya 190 000  itm map;;;58.0;1.0;4.0;Asia;asia;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 1771292687;isbn 1771292687;N/A;angol;angol;N/A
B12303;Deutsche Ostseeküste 06. Rügen mit Hiddensee 1 : 75 000 - Wander- und Radwanderkarte. Rückseite mit Reiseführer. Aktuelle Wanderwege;deutsche ostseekuste 06 rugen mit hiddensee 1  75 000  wander und radwanderkarte ruckseite mit reisefuhrer aktuelle wanderwege;;;32.0;24.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3928397060;isbn 3928397060;N/A;német;nemet;N/A
B12311;Hüterin des Waldes 4: Spuren im Schnee;huterin des waldes 4 spuren im schnee;Larch, Mona;larch mona;52.0;24.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3745602986;isbn 3745602986;N/A;német;nemet;N/A
B12312;Die Lama-Gang. Mit Herz & Spucke 1: Ein Fall für alle Felle;die lamagang mit herz  spucke 1 ein fall fur alle felle;Schmidt, Heike Eva;schmidt heike eva;63.0;24.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3745602919;isbn 3745602919;N/A;német;nemet;N/A
B12328;Insel der Sturmpferde 1: Eine Freundschaft aus Wind und Magie;insel der sturmpferde 1 eine freundschaft aus wind und magie;Hierteis, Eva;hierteis eva;63.0;24.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3745603249;isbn 3745603249;N/A;német;nemet;N/A
